enrollment_id,enrolled_at,status,student_id,course_id,semester_id
ENR-00024247,2022-10-06,completed,STU-0004746,CRS-00069,SEM-002
ENR-00024248,2022-06-26,failed,STU-0002319,CRS-00296,SEM-004
ENR-00024249,2024-02-21,completed,STU-0003260,CRS-00227,SEM-006
ENR-00024250,2022-07-24,dropped,STU-0001356,CRS-00205,SEM-002
ENR-00024251,2022-05-16,dropped,STU-0000571,CRS-00235,SEM-007
ENR-00024252,2022-07-03,active,STU-0000279,CRS-00019,SEM-004
ENR-00024253,2022-02-10,completed,STU-0004216,CRS-00053,SEM-004
ENR-00024254,2022-01-27,active,STU-0002223,CRS-00156,SEM-002
ENR-00024255,2023-04-25,active,STU-0002286,CRS-00133,SEM-008
ENR-00024256,2025-02-06,failed,STU-0002312,CRS-00288,SEM-005
ENR-00024257,2023-10-25,active,STU-0003323,CRS-00034,SEM-008
ENR-00024258,2024-10-27,completed,STU-0002617,CRS-00195,SEM-005
ENR-00024259,2025-09-07,active,STU-0004384,CRS-00232,SEM-006
ENR-00024260,2024-05-21,active,STU-0000619,CRS-00123,SEM-002
ENR-00024261,2023-05-14,dropped,STU-0001297,CRS-00167,SEM-004
ENR-00024262,2025-10-22,active,STU-0004788,CRS-00035,SEM-006
ENR-00024263,2022-03-12,active,STU-0004322,CRS-00022,SEM-002
ENR-00024264,2025-09-15,completed,STU-0002445,CRS-00050,SEM-004
ENR-00024265,2022-05-29,active,STU-0000400,CRS-00298,SEM-006
ENR-00024266,2025-02-05,completed,STU-0004961,CRS-00199,SEM-008
ENR-00024267,2023-06-11,completed,STU-0002333,CRS-00048,SEM-007
ENR-00024268,2023-07-02,completed,STU-0003915,CRS-00084,SEM-006
ENR-00024269,2025-02-25,active,STU-0001422,CRS-00262,SEM-003
ENR-00024270,2024-05-10,completed,STU-0000963,CRS-00190,SEM-008
ENR-00024271,2025-06-09,completed,STU-0001639,CRS-00267,SEM-005
ENR-00024272,2022-04-06,failed,STU-0001751,CRS-00250,SEM-006
ENR-00024273,2025-09-14,active,STU-0000566,CRS-00176,SEM-001
ENR-00024274,2022-07-23,active,STU-0004315,CRS-00157,SEM-004
ENR-00024275,2023-01-22,dropped,STU-0000074,CRS-00155,SEM-006
ENR-00024276,2024-04-30,completed,STU-0002051,CRS-00147,SEM-001
ENR-00024277,2024-10-21,active,STU-0001437,CRS-00283,SEM-002
ENR-00024278,2024-01-03,completed,STU-0003256,CRS-00257,SEM-005
ENR-00024279,2025-01-30,completed,STU-0003865,CRS-00273,SEM-003
ENR-00024280,2024-04-09,dropped,STU-0003247,CRS-00151,SEM-004
ENR-00024281,2025-10-14,completed,STU-0004823,CRS-00276,SEM-003
ENR-00024282,2022-03-22,completed,STU-0001987,CRS-00249,SEM-002
ENR-00024283,2022-03-25,completed,STU-0002777,CRS-00084,SEM-003
ENR-00024284,2023-11-09,dropped,STU-0002577,CRS-00277,SEM-004
ENR-00024285,2025-02-21,completed,STU-0001573,CRS-00161,SEM-002
ENR-00024286,2023-07-31,completed,STU-0001461,CRS-00149,SEM-007
ENR-00024287,2025-10-11,failed,STU-0001168,CRS-00021,SEM-006
ENR-00024288,2022-03-11,completed,STU-0002727,CRS-00047,SEM-006
ENR-00024289,2024-08-07,active,STU-0000307,CRS-00037,SEM-006
ENR-00024290,2023-09-19,completed,STU-0000565,CRS-00013,SEM-006
ENR-00024291,2025-05-24,completed,STU-0000728,CRS-00215,SEM-008
ENR-00024292,2022-01-20,completed,STU-0003573,CRS-00188,SEM-007
ENR-00024293,2024-06-23,active,STU-0004773,CRS-00294,SEM-005
ENR-00024294,2024-12-19,active,STU-0000425,CRS-00278,SEM-003
ENR-00024295,2025-07-25,dropped,STU-0004606,CRS-00297,SEM-007
ENR-00024296,2023-09-06,completed,STU-0001853,CRS-00249,SEM-008
ENR-00024297,2024-05-19,completed,STU-0002664,CRS-00171,SEM-006
ENR-00024298,2024-08-01,completed,STU-0000688,CRS-00152,SEM-008
ENR-00024299,2024-05-18,completed,STU-0001004,CRS-00005,SEM-001
ENR-00024300,2024-05-06,completed,STU-0002547,CRS-00006,SEM-008
ENR-00024301,2025-06-02,active,STU-0004899,CRS-00256,SEM-001
ENR-00024302,2024-10-19,failed,STU-0002252,CRS-00074,SEM-003
ENR-00024303,2025-01-20,active,STU-0004605,CRS-00108,SEM-003
ENR-00024304,2023-07-16,completed,STU-0004224,CRS-00018,SEM-008
ENR-00024305,2025-01-05,completed,STU-0003044,CRS-00130,SEM-007
ENR-00024306,2024-01-19,active,STU-0002326,CRS-00086,SEM-003
ENR-00024307,2023-12-08,failed,STU-0001313,CRS-00110,SEM-002
ENR-00024308,2025-10-08,completed,STU-0002327,CRS-00203,SEM-001
ENR-00024309,2023-06-07,completed,STU-0001505,CRS-00102,SEM-006
ENR-00024310,2025-11-14,completed,STU-0004408,CRS-00062,SEM-007
ENR-00024311,2025-08-21,completed,STU-0001425,CRS-00048,SEM-001
ENR-00024312,2022-04-28,completed,STU-0003772,CRS-00035,SEM-004
ENR-00024313,2024-07-28,completed,STU-0003681,CRS-00055,SEM-002
ENR-00024314,2023-09-11,failed,STU-0004843,CRS-00040,SEM-001
ENR-00024315,2024-03-21,completed,STU-0004200,CRS-00245,SEM-002
ENR-00024316,2023-09-09,completed,STU-0004289,CRS-00026,SEM-008
ENR-00024317,2024-08-20,completed,STU-0000709,CRS-00236,SEM-006
ENR-00024318,2022-08-31,active,STU-0000872,CRS-00178,SEM-007
ENR-00024319,2022-09-29,active,STU-0004316,CRS-00300,SEM-006
ENR-00024320,2024-12-21,completed,STU-0003463,CRS-00181,SEM-006
ENR-00024321,2023-12-23,active,STU-0001069,CRS-00237,SEM-006
ENR-00024322,2025-10-31,completed,STU-0002895,CRS-00193,SEM-006
ENR-00024323,2025-11-09,completed,STU-0000263,CRS-00167,SEM-005
ENR-00024324,2022-09-21,completed,STU-0002441,CRS-00220,SEM-002
ENR-00024325,2024-03-30,completed,STU-0003671,CRS-00122,SEM-002
ENR-00024326,2025-09-24,completed,STU-0004284,CRS-00010,SEM-006
ENR-00024327,2023-08-13,completed,STU-0000516,CRS-00005,SEM-003
ENR-00024328,2023-11-29,completed,STU-0004773,CRS-00207,SEM-003
ENR-00024329,2023-12-17,active,STU-0003770,CRS-00004,SEM-001
ENR-00024330,2023-08-16,completed,STU-0001497,CRS-00153,SEM-005
ENR-00024331,2022-05-12,completed,STU-0001859,CRS-00066,SEM-006
ENR-00024332,2022-04-02,completed,STU-0001059,CRS-00240,SEM-001
ENR-00024333,2025-07-17,completed,STU-0000158,CRS-00085,SEM-001
ENR-00024334,2022-03-24,dropped,STU-0004460,CRS-00198,SEM-006
ENR-00024335,2023-06-09,completed,STU-0002898,CRS-00067,SEM-003
ENR-00024336,2023-06-01,dropped,STU-0004675,CRS-00281,SEM-006
ENR-00024337,2024-08-22,completed,STU-0003693,CRS-00026,SEM-001
ENR-00024338,2024-12-10,dropped,STU-0001962,CRS-00203,SEM-002
ENR-00024339,2022-08-10,completed,STU-0000568,CRS-00255,SEM-004
ENR-00024340,2024-06-28,completed,STU-0002877,CRS-00186,SEM-008
ENR-00024341,2022-02-08,completed,STU-0003420,CRS-00272,SEM-002
ENR-00024342,2025-03-30,active,STU-0002539,CRS-00109,SEM-007
ENR-00024343,2024-11-06,completed,STU-0004557,CRS-00206,SEM-004
ENR-00024344,2022-02-26,completed,STU-0000310,CRS-00001,SEM-003
ENR-00024345,2023-12-24,dropped,STU-0000736,CRS-00248,SEM-001
ENR-00024346,2022-03-20,completed,STU-0004499,CRS-00088,SEM-004
ENR-00024347,2025-12-20,completed,STU-0000623,CRS-00277,SEM-006
ENR-00024348,2022-07-09,active,STU-0002353,CRS-00227,SEM-002
ENR-00024349,2023-02-12,completed,STU-0001163,CRS-00252,SEM-001
ENR-00024350,2025-12-21,completed,STU-0000556,CRS-00182,SEM-005
ENR-00024351,2024-01-30,completed,STU-0003941,CRS-00118,SEM-006
ENR-00024352,2023-04-17,completed,STU-0001780,CRS-00018,SEM-002
ENR-00024353,2025-05-22,completed,STU-0004040,CRS-00040,SEM-003
ENR-00024354,2024-01-15,completed,STU-0002300,CRS-00108,SEM-007
ENR-00024355,2023-08-13,failed,STU-0003185,CRS-00129,SEM-003
ENR-00024356,2022-05-31,dropped,STU-0004760,CRS-00061,SEM-007
ENR-00024357,2025-07-27,completed,STU-0004604,CRS-00183,SEM-002
ENR-00024358,2024-10-01,completed,STU-0004946,CRS-00031,SEM-006
ENR-00024359,2025-07-11,active,STU-0004895,CRS-00020,SEM-002
ENR-00024360,2023-08-20,completed,STU-0002653,CRS-00144,SEM-008
ENR-00024361,2024-03-30,active,STU-0002767,CRS-00076,SEM-005
ENR-00024362,2022-03-17,completed,STU-0002145,CRS-00167,SEM-004
ENR-00024363,2022-09-17,active,STU-0004206,CRS-00118,SEM-002
ENR-00024364,2024-07-14,completed,STU-0000534,CRS-00201,SEM-005
ENR-00024365,2024-06-21,dropped,STU-0003157,CRS-00166,SEM-002
ENR-00024366,2025-12-26,completed,STU-0000707,CRS-00204,SEM-002
ENR-00024367,2023-04-05,completed,STU-0001088,CRS-00300,SEM-001
ENR-00024368,2024-09-02,completed,STU-0003170,CRS-00113,SEM-003
ENR-00024369,2022-07-13,failed,STU-0004531,CRS-00298,SEM-002
ENR-00024370,2024-04-16,completed,STU-0001953,CRS-00034,SEM-008
ENR-00024371,2023-04-01,completed,STU-0002920,CRS-00093,SEM-001
ENR-00024372,2025-03-06,failed,STU-0000033,CRS-00005,SEM-001
ENR-00024373,2024-03-06,completed,STU-0002037,CRS-00099,SEM-008
ENR-00024374,2024-06-21,completed,STU-0000134,CRS-00119,SEM-003
ENR-00024375,2023-02-12,active,STU-0000010,CRS-00170,SEM-006
ENR-00024376,2024-02-08,active,STU-0004836,CRS-00129,SEM-005
ENR-00024377,2025-02-27,completed,STU-0001294,CRS-00293,SEM-004
ENR-00024378,2022-04-19,completed,STU-0002051,CRS-00275,SEM-008
ENR-00024379,2023-01-03,active,STU-0001718,CRS-00277,SEM-004
ENR-00024380,2022-06-13,completed,STU-0002379,CRS-00265,SEM-002
ENR-00024381,2023-01-21,active,STU-0000075,CRS-00037,SEM-001
ENR-00024382,2024-07-07,completed,STU-0004460,CRS-00211,SEM-006
ENR-00024383,2023-08-01,completed,STU-0003889,CRS-00059,SEM-006
ENR-00024384,2022-07-17,completed,STU-0004543,CRS-00249,SEM-003
ENR-00024385,2025-01-02,completed,STU-0001654,CRS-00029,SEM-007
ENR-00024386,2023-08-27,failed,STU-0004703,CRS-00018,SEM-005
ENR-00024387,2022-03-28,completed,STU-0000781,CRS-00093,SEM-004
ENR-00024388,2025-03-31,completed,STU-0000769,CRS-00276,SEM-008
ENR-00024389,2022-01-30,completed,STU-0003548,CRS-00137,SEM-003
ENR-00024390,2022-01-01,completed,STU-0001089,CRS-00061,SEM-008
ENR-00024391,2024-09-24,active,STU-0002566,CRS-00009,SEM-006
ENR-00024392,2023-02-03,completed,STU-0003577,CRS-00291,SEM-006
ENR-00024393,2023-04-18,completed,STU-0002077,CRS-00105,SEM-002
ENR-00024394,2025-07-26,completed,STU-0003340,CRS-00120,SEM-001
ENR-00024395,2023-12-27,active,STU-0003736,CRS-00073,SEM-002
ENR-00024396,2022-08-17,completed,STU-0002453,CRS-00243,SEM-006
ENR-00024397,2023-12-14,completed,STU-0003356,CRS-00206,SEM-002
ENR-00024398,2023-02-19,completed,STU-0002310,CRS-00144,SEM-003
ENR-00024399,2025-04-25,active,STU-0002865,CRS-00062,SEM-006
ENR-00024400,2023-08-18,completed,STU-0004702,CRS-00258,SEM-003
ENR-00024401,2022-10-27,completed,STU-0003874,CRS-00029,SEM-003
ENR-00024402,2025-06-04,completed,STU-0002084,CRS-00081,SEM-007
ENR-00024403,2023-05-09,active,STU-0004299,CRS-00200,SEM-002
ENR-00024404,2025-09-15,active,STU-0000765,CRS-00253,SEM-008
ENR-00024405,2022-07-24,failed,STU-0003111,CRS-00256,SEM-008
ENR-00024406,2022-11-20,completed,STU-0002694,CRS-00293,SEM-008
ENR-00024407,2025-02-17,completed,STU-0002840,CRS-00174,SEM-002
ENR-00024408,2024-06-12,completed,STU-0003034,CRS-00104,SEM-004
ENR-00024409,2025-04-16,completed,STU-0002079,CRS-00107,SEM-003
ENR-00024410,2025-11-09,active,STU-0001417,CRS-00152,SEM-001
ENR-00024411,2024-05-08,dropped,STU-0002210,CRS-00269,SEM-001
ENR-00024412,2022-06-07,completed,STU-0001585,CRS-00260,SEM-007
ENR-00024413,2023-04-05,active,STU-0003864,CRS-00001,SEM-003
ENR-00024414,2024-09-03,completed,STU-0002199,CRS-00098,SEM-005
ENR-00024415,2024-12-05,active,STU-0000090,CRS-00277,SEM-004
ENR-00024416,2023-07-15,completed,STU-0002373,CRS-00152,SEM-004
ENR-00024417,2024-09-27,completed,STU-0003578,CRS-00194,SEM-002
ENR-00024418,2023-04-10,failed,STU-0004185,CRS-00119,SEM-005
ENR-00024419,2024-03-09,completed,STU-0003120,CRS-00075,SEM-001
ENR-00024420,2022-08-13,completed,STU-0002578,CRS-00071,SEM-007
ENR-00024421,2025-05-16,active,STU-0004759,CRS-00151,SEM-005
ENR-00024422,2025-09-10,failed,STU-0002258,CRS-00218,SEM-007
ENR-00024423,2025-03-04,completed,STU-0001585,CRS-00250,SEM-006
ENR-00024424,2025-03-08,completed,STU-0003422,CRS-00105,SEM-004
ENR-00024425,2022-12-26,completed,STU-0001279,CRS-00238,SEM-001
ENR-00024426,2022-06-20,dropped,STU-0000774,CRS-00019,SEM-003
ENR-00024427,2022-08-29,completed,STU-0001672,CRS-00026,SEM-005
ENR-00024428,2025-10-16,completed,STU-0000657,CRS-00259,SEM-005
ENR-00024429,2023-03-29,completed,STU-0001754,CRS-00240,SEM-008
ENR-00024430,2025-05-26,completed,STU-0001227,CRS-00132,SEM-007
ENR-00024431,2024-11-24,completed,STU-0002245,CRS-00105,SEM-007
ENR-00024432,2024-04-08,completed,STU-0000610,CRS-00187,SEM-006
ENR-00024433,2024-09-05,failed,STU-0000311,CRS-00236,SEM-004
ENR-00024434,2023-07-12,completed,STU-0001105,CRS-00193,SEM-007
ENR-00024435,2022-01-07,active,STU-0003117,CRS-00257,SEM-002
ENR-00024436,2024-11-19,active,STU-0002402,CRS-00011,SEM-008
ENR-00024437,2022-05-04,failed,STU-0002289,CRS-00256,SEM-002
ENR-00024438,2023-05-16,failed,STU-0002254,CRS-00100,SEM-001
ENR-00024439,2022-07-15,completed,STU-0000858,CRS-00116,SEM-007
ENR-00024440,2023-08-01,completed,STU-0004472,CRS-00223,SEM-006
ENR-00024441,2025-10-10,completed,STU-0002897,CRS-00080,SEM-002
ENR-00024442,2022-09-20,completed,STU-0001104,CRS-00152,SEM-001
ENR-00024443,2023-02-28,completed,STU-0002653,CRS-00226,SEM-006
ENR-00024444,2025-02-09,completed,STU-0004154,CRS-00203,SEM-006
ENR-00024445,2025-11-25,completed,STU-0003667,CRS-00286,SEM-003
ENR-00024446,2023-02-09,completed,STU-0001820,CRS-00191,SEM-001
ENR-00024447,2025-03-31,completed,STU-0000297,CRS-00112,SEM-001
ENR-00024448,2025-12-19,completed,STU-0003003,CRS-00232,SEM-007
ENR-00024449,2025-05-04,active,STU-0000035,CRS-00009,SEM-007
ENR-00024450,2024-07-06,dropped,STU-0000950,CRS-00227,SEM-001
ENR-00024451,2023-11-17,active,STU-0003618,CRS-00249,SEM-005
ENR-00024452,2023-03-15,completed,STU-0004120,CRS-00118,SEM-006
ENR-00024453,2022-08-13,completed,STU-0004075,CRS-00172,SEM-006
ENR-00024454,2023-10-11,active,STU-0001805,CRS-00225,SEM-003
ENR-00024455,2024-05-29,dropped,STU-0000420,CRS-00061,SEM-004
ENR-00024456,2023-02-21,failed,STU-0000307,CRS-00030,SEM-006
ENR-00024457,2022-09-09,active,STU-0001180,CRS-00170,SEM-008
ENR-00024458,2022-04-08,dropped,STU-0000383,CRS-00112,SEM-002
ENR-00024459,2024-09-29,completed,STU-0000022,CRS-00111,SEM-006
ENR-00024460,2023-05-29,dropped,STU-0004580,CRS-00003,SEM-004
ENR-00024461,2025-07-17,completed,STU-0004801,CRS-00049,SEM-008
ENR-00024462,2024-10-03,completed,STU-0003474,CRS-00177,SEM-008
ENR-00024463,2024-07-24,completed,STU-0001600,CRS-00078,SEM-001
ENR-00024464,2023-02-17,completed,STU-0003970,CRS-00258,SEM-003
ENR-00024465,2025-05-26,completed,STU-0003838,CRS-00270,SEM-007
ENR-00024466,2024-03-28,completed,STU-0004137,CRS-00223,SEM-003
ENR-00024467,2023-10-01,completed,STU-0003847,CRS-00300,SEM-008
ENR-00024468,2025-02-12,completed,STU-0000423,CRS-00066,SEM-002
ENR-00024469,2025-12-06,completed,STU-0002784,CRS-00119,SEM-006
ENR-00024470,2022-04-24,completed,STU-0000799,CRS-00170,SEM-001
ENR-00024471,2025-05-24,active,STU-0001238,CRS-00152,SEM-001
ENR-00024472,2023-04-13,completed,STU-0000374,CRS-00069,SEM-004
ENR-00024473,2024-10-25,completed,STU-0004364,CRS-00034,SEM-005
ENR-00024474,2023-05-23,completed,STU-0002833,CRS-00046,SEM-005
ENR-00024475,2023-09-17,completed,STU-0001808,CRS-00136,SEM-007
ENR-00024476,2025-01-02,completed,STU-0004046,CRS-00244,SEM-003
ENR-00024477,2023-05-30,completed,STU-0002984,CRS-00177,SEM-001
ENR-00024478,2022-04-07,completed,STU-0001627,CRS-00139,SEM-007
ENR-00024479,2024-09-16,completed,STU-0003482,CRS-00122,SEM-001
ENR-00024480,2025-08-22,completed,STU-0000762,CRS-00222,SEM-003
ENR-00024481,2025-09-19,active,STU-0003573,CRS-00011,SEM-008
ENR-00024482,2022-01-15,completed,STU-0000171,CRS-00038,SEM-002
ENR-00024483,2024-07-02,completed,STU-0001318,CRS-00213,SEM-007
ENR-00024484,2024-06-02,completed,STU-0001010,CRS-00104,SEM-005
ENR-00024485,2022-04-02,dropped,STU-0001032,CRS-00015,SEM-006
ENR-00024486,2022-06-13,dropped,STU-0003151,CRS-00298,SEM-003
ENR-00024487,2023-07-22,active,STU-0004006,CRS-00183,SEM-005
ENR-00024488,2023-06-21,completed,STU-0000226,CRS-00072,SEM-003
ENR-00024489,2025-09-02,completed,STU-0003741,CRS-00130,SEM-004
ENR-00024490,2023-06-27,completed,STU-0002165,CRS-00296,SEM-007
ENR-00024491,2023-09-08,active,STU-0001941,CRS-00270,SEM-003
ENR-00024492,2022-11-25,active,STU-0000484,CRS-00216,SEM-001
ENR-00024493,2024-10-14,completed,STU-0000605,CRS-00101,SEM-005
ENR-00024494,2024-08-18,active,STU-0000047,CRS-00026,SEM-004
ENR-00024495,2023-04-08,active,STU-0000063,CRS-00224,SEM-008
ENR-00024496,2022-05-12,active,STU-0002407,CRS-00213,SEM-003
ENR-00024497,2022-05-13,completed,STU-0002123,CRS-00027,SEM-008
ENR-00024498,2025-10-01,completed,STU-0004445,CRS-00202,SEM-008
ENR-00024499,2024-02-13,active,STU-0004295,CRS-00058,SEM-003
ENR-00024500,2022-03-06,completed,STU-0003871,CRS-00088,SEM-003
ENR-00024501,2022-10-21,dropped,STU-0003372,CRS-00144,SEM-007
ENR-00024502,2023-09-03,completed,STU-0004611,CRS-00071,SEM-007
ENR-00024503,2023-08-19,completed,STU-0002960,CRS-00228,SEM-008
ENR-00024504,2023-12-29,completed,STU-0004108,CRS-00161,SEM-004
ENR-00024505,2022-08-25,active,STU-0002267,CRS-00287,SEM-008
ENR-00024506,2025-04-07,completed,STU-0000845,CRS-00167,SEM-001
ENR-00024507,2023-07-08,completed,STU-0002953,CRS-00091,SEM-003
ENR-00024508,2025-01-29,completed,STU-0003634,CRS-00183,SEM-004
ENR-00024509,2025-11-30,active,STU-0000853,CRS-00081,SEM-001
ENR-00024510,2023-07-07,completed,STU-0003864,CRS-00248,SEM-005
ENR-00024511,2024-05-22,completed,STU-0001765,CRS-00120,SEM-008
ENR-00024512,2022-09-14,dropped,STU-0000523,CRS-00143,SEM-005
ENR-00024513,2022-03-15,completed,STU-0000236,CRS-00201,SEM-001
ENR-00024514,2024-11-24,completed,STU-0004089,CRS-00050,SEM-004
ENR-00024515,2025-03-11,completed,STU-0003127,CRS-00295,SEM-001
ENR-00024516,2022-08-29,failed,STU-0000656,CRS-00282,SEM-007
ENR-00024517,2023-09-03,active,STU-0003260,CRS-00191,SEM-005
ENR-00024518,2024-11-24,active,STU-0001497,CRS-00130,SEM-004
ENR-00024519,2024-07-21,active,STU-0001133,CRS-00153,SEM-004
ENR-00024520,2023-04-27,completed,STU-0001819,CRS-00191,SEM-002
ENR-00024521,2025-10-17,completed,STU-0004180,CRS-00273,SEM-002
ENR-00024522,2025-10-12,completed,STU-0003311,CRS-00163,SEM-006
ENR-00024523,2022-05-28,completed,STU-0002314,CRS-00128,SEM-004
ENR-00024524,2023-07-17,active,STU-0003393,CRS-00224,SEM-002
ENR-00024525,2023-07-22,completed,STU-0003333,CRS-00260,SEM-008
ENR-00024526,2022-10-27,active,STU-0003205,CRS-00152,SEM-005
ENR-00024527,2024-08-19,completed,STU-0004674,CRS-00122,SEM-004
ENR-00024528,2023-11-04,active,STU-0004213,CRS-00288,SEM-003
ENR-00024529,2024-04-26,failed,STU-0002197,CRS-00099,SEM-006
ENR-00024530,2024-12-10,failed,STU-0002810,CRS-00163,SEM-008
ENR-00024531,2025-02-24,completed,STU-0002226,CRS-00156,SEM-003
ENR-00024532,2022-10-18,active,STU-0004863,CRS-00107,SEM-003
ENR-00024533,2023-06-21,completed,STU-0002986,CRS-00209,SEM-001
ENR-00024534,2024-08-02,active,STU-0003375,CRS-00124,SEM-003
ENR-00024535,2025-08-18,active,STU-0001311,CRS-00236,SEM-004
ENR-00024536,2023-02-17,active,STU-0003889,CRS-00107,SEM-008
ENR-00024537,2025-07-17,completed,STU-0001187,CRS-00205,SEM-008
ENR-00024538,2024-05-05,active,STU-0003587,CRS-00092,SEM-006
ENR-00024539,2024-06-26,completed,STU-0001330,CRS-00268,SEM-007
ENR-00024540,2023-02-15,active,STU-0002336,CRS-00017,SEM-007
ENR-00024541,2023-02-12,completed,STU-0003492,CRS-00064,SEM-006
ENR-00024542,2024-01-26,failed,STU-0004927,CRS-00046,SEM-002
ENR-00024543,2023-08-20,completed,STU-0004080,CRS-00231,SEM-006
ENR-00024544,2022-04-18,failed,STU-0000883,CRS-00137,SEM-007
ENR-00024545,2023-01-25,active,STU-0000897,CRS-00083,SEM-005
ENR-00024546,2024-12-06,dropped,STU-0001080,CRS-00285,SEM-004
ENR-00024547,2024-03-06,completed,STU-0000659,CRS-00152,SEM-006
ENR-00024548,2023-04-23,completed,STU-0000547,CRS-00201,SEM-006
ENR-00024549,2025-01-22,completed,STU-0000010,CRS-00235,SEM-007
ENR-00024550,2025-08-16,completed,STU-0000790,CRS-00268,SEM-007
ENR-00024551,2025-06-20,completed,STU-0002648,CRS-00025,SEM-004
ENR-00024552,2025-07-05,completed,STU-0001972,CRS-00111,SEM-005
ENR-00024553,2022-03-10,completed,STU-0000557,CRS-00042,SEM-002
ENR-00024554,2023-06-29,active,STU-0002778,CRS-00244,SEM-003
ENR-00024555,2023-04-06,dropped,STU-0001166,CRS-00135,SEM-007
ENR-00024556,2025-05-29,dropped,STU-0001320,CRS-00125,SEM-002
ENR-00024557,2024-04-15,completed,STU-0002296,CRS-00059,SEM-003
ENR-00024558,2022-01-04,completed,STU-0001970,CRS-00279,SEM-008
ENR-00024559,2024-02-07,completed,STU-0004328,CRS-00150,SEM-006
ENR-00024560,2025-05-30,active,STU-0000794,CRS-00237,SEM-007
ENR-00024561,2022-10-23,failed,STU-0001410,CRS-00236,SEM-006
ENR-00024562,2022-07-02,failed,STU-0004284,CRS-00086,SEM-006
ENR-00024563,2022-07-02,completed,STU-0001058,CRS-00258,SEM-004
ENR-00024564,2022-06-23,active,STU-0001384,CRS-00113,SEM-007
ENR-00024565,2022-10-23,completed,STU-0000766,CRS-00078,SEM-008
ENR-00024566,2023-07-15,completed,STU-0000026,CRS-00218,SEM-001
ENR-00024567,2024-10-18,dropped,STU-0003015,CRS-00112,SEM-007
ENR-00024568,2023-04-14,completed,STU-0004419,CRS-00019,SEM-007
ENR-00024569,2025-06-14,failed,STU-0000058,CRS-00124,SEM-005
ENR-00024570,2024-06-18,completed,STU-0001997,CRS-00026,SEM-007
ENR-00024571,2024-01-23,completed,STU-0002081,CRS-00019,SEM-007
ENR-00024572,2023-08-05,active,STU-0002047,CRS-00017,SEM-005
ENR-00024573,2024-07-07,active,STU-0003330,CRS-00275,SEM-005
ENR-00024574,2023-07-07,completed,STU-0003691,CRS-00186,SEM-001
ENR-00024575,2024-06-24,completed,STU-0001751,CRS-00261,SEM-002
ENR-00024576,2023-10-14,completed,STU-0004046,CRS-00030,SEM-007
ENR-00024577,2022-10-11,dropped,STU-0001589,CRS-00063,SEM-007
ENR-00024578,2023-09-20,active,STU-0001608,CRS-00124,SEM-004
ENR-00024579,2023-07-28,completed,STU-0000575,CRS-00047,SEM-001
ENR-00024580,2024-05-29,completed,STU-0003588,CRS-00207,SEM-007
ENR-00024581,2024-01-30,dropped,STU-0004867,CRS-00190,SEM-004
ENR-00024582,2022-07-21,active,STU-0003389,CRS-00283,SEM-002
ENR-00024583,2024-03-30,active,STU-0000553,CRS-00109,SEM-008
ENR-00024584,2024-05-26,completed,STU-0001840,CRS-00115,SEM-007
ENR-00024585,2023-09-19,completed,STU-0000996,CRS-00027,SEM-007
ENR-00024586,2022-10-09,active,STU-0004093,CRS-00046,SEM-003
ENR-00024587,2023-01-23,completed,STU-0003872,CRS-00049,SEM-007
ENR-00024588,2022-07-18,failed,STU-0004746,CRS-00270,SEM-004
ENR-00024589,2025-04-23,dropped,STU-0003411,CRS-00161,SEM-001
ENR-00024590,2023-04-02,active,STU-0003677,CRS-00069,SEM-008
ENR-00024591,2025-12-29,failed,STU-0003666,CRS-00097,SEM-008
ENR-00024592,2023-01-28,completed,STU-0003073,CRS-00234,SEM-007
ENR-00024593,2022-11-09,completed,STU-0000086,CRS-00200,SEM-007
ENR-00024594,2025-06-14,completed,STU-0000704,CRS-00100,SEM-002
ENR-00024595,2023-04-11,completed,STU-0003972,CRS-00065,SEM-004
ENR-00024596,2022-11-21,failed,STU-0002981,CRS-00210,SEM-002
ENR-00024597,2022-02-14,active,STU-0003856,CRS-00066,SEM-006
ENR-00024598,2023-07-11,completed,STU-0000832,CRS-00139,SEM-008
ENR-00024599,2024-10-10,completed,STU-0001818,CRS-00072,SEM-001
ENR-00024600,2023-02-14,active,STU-0004155,CRS-00296,SEM-008
ENR-00024601,2025-01-20,completed,STU-0002023,CRS-00160,SEM-002
ENR-00024602,2024-12-29,active,STU-0004750,CRS-00170,SEM-002
ENR-00024603,2025-09-22,failed,STU-0003572,CRS-00146,SEM-008
ENR-00024604,2022-10-07,failed,STU-0002235,CRS-00050,SEM-007
ENR-00024605,2022-02-22,completed,STU-0000172,CRS-00138,SEM-008
ENR-00024606,2024-11-19,completed,STU-0003478,CRS-00093,SEM-002
ENR-00024607,2022-02-03,completed,STU-0001714,CRS-00121,SEM-005
ENR-00024608,2025-06-01,dropped,STU-0004550,CRS-00230,SEM-006
ENR-00024609,2025-10-26,completed,STU-0004616,CRS-00251,SEM-006
ENR-00024610,2022-02-22,active,STU-0001771,CRS-00230,SEM-006
ENR-00024611,2022-04-30,completed,STU-0000800,CRS-00292,SEM-005
ENR-00024612,2024-06-26,completed,STU-0003764,CRS-00176,SEM-002
ENR-00024613,2022-10-02,completed,STU-0003199,CRS-00029,SEM-006
ENR-00024614,2024-07-30,completed,STU-0003440,CRS-00028,SEM-005
ENR-00024615,2022-04-12,completed,STU-0002065,CRS-00027,SEM-006
