grade_id,assessment,score,weight,graded_at,enrollment_id
GRD-00049585,final,84.63,0.34,2024-08-19,ENR-00002260
GRD-00049586,final,71.53,0.29,2023-12-14,ENR-00015886
GRD-00049587,final,55.24,0.4,2022-09-18,ENR-00010653
GRD-00049588,homework,72.33,0.46,2022-09-14,ENR-00012136
GRD-00049589,midterm,77.4,0.43,2025-07-27,ENR-00002756
GRD-00049590,midterm,72.03,0.26,2022-04-05,ENR-00001923
GRD-00049591,final,80.03,0.18,2025-04-18,ENR-00022510
GRD-00049592,final,58.25,0.19,2023-06-04,ENR-00024953
GRD-00049593,project,76.75,0.42,2024-04-04,ENR-00003639
GRD-00049594,quiz,84.85,0.14,2023-02-01,ENR-00024699
GRD-00049595,midterm,95.59,0.21,2025-12-09,ENR-00013232
GRD-00049596,midterm,81.98,0.41,2022-08-04,ENR-00013961
GRD-00049597,project,94.94,0.2,2025-11-12,ENR-00016957
GRD-00049598,midterm,83.27,0.4,2024-08-24,ENR-00000290
GRD-00049599,project,82.11,0.31,2023-05-29,ENR-00023840
GRD-00049600,project,66.6,0.31,2025-03-29,ENR-00021414
GRD-00049601,quiz,100.0,0.16,2023-05-11,ENR-00008027
GRD-00049602,final,75.89,0.25,2024-03-06,ENR-00008029
GRD-00049603,project,60.68,0.23,2023-07-03,ENR-00006133
GRD-00049604,project,57.09,0.25,2023-06-02,ENR-00007226
GRD-00049605,quiz,60.38,0.27,2022-05-07,ENR-00016528
GRD-00049606,final,73.21,0.47,2022-06-23,ENR-00003137
GRD-00049607,midterm,94.57,0.26,2023-06-21,ENR-00023293
GRD-00049608,homework,84.44,0.4,2022-09-11,ENR-00013636
GRD-00049609,homework,93.74,0.28,2025-04-04,ENR-00007212
GRD-00049610,project,90.17,0.41,2025-04-27,ENR-00013542
GRD-00049611,project,74.12,0.49,2022-06-08,ENR-00015250
GRD-00049612,project,77.16,0.38,2023-10-10,ENR-00021064
GRD-00049613,final,59.35,0.33,2024-03-20,ENR-00012162
GRD-00049614,midterm,61.0,0.26,2022-07-12,ENR-00021449
GRD-00049615,homework,71.07,0.18,2025-09-10,ENR-00003627
GRD-00049616,project,86.83,0.49,2024-11-28,ENR-00021505
GRD-00049617,midterm,74.6,0.33,2025-01-23,ENR-00001676
GRD-00049618,project,76.12,0.26,2023-09-08,ENR-00018649
GRD-00049619,quiz,91.68,0.17,2024-06-07,ENR-00018066
GRD-00049620,project,54.66,0.26,2024-04-04,ENR-00020545
GRD-00049621,final,91.58,0.12,2025-12-06,ENR-00006878
GRD-00049622,quiz,59.54,0.31,2022-05-26,ENR-00008361
GRD-00049623,final,56.71,0.48,2025-12-13,ENR-00023933
GRD-00049624,quiz,71.08,0.2,2023-02-18,ENR-00004700
GRD-00049625,midterm,83.78,0.15,2023-05-08,ENR-00017365
GRD-00049626,final,92.66,0.26,2025-03-19,ENR-00021336
GRD-00049627,quiz,74.27,0.38,2025-08-28,ENR-00024007
GRD-00049628,project,59.66,0.18,2023-03-05,ENR-00001549
GRD-00049629,quiz,87.07,0.39,2025-01-02,ENR-00013179
GRD-00049630,quiz,69.56,0.34,2023-06-13,ENR-00006920
GRD-00049631,midterm,70.08,0.2,2024-05-24,ENR-00000899
GRD-00049632,final,89.47,0.48,2025-01-10,ENR-00002391
GRD-00049633,quiz,58.05,0.19,2022-05-01,ENR-00024994
GRD-00049634,homework,95.08,0.36,2024-12-22,ENR-00000112
GRD-00049635,homework,58.15,0.26,2025-04-28,ENR-00006644
GRD-00049636,project,81.47,0.26,2023-11-21,ENR-00000065
GRD-00049637,project,73.5,0.31,2024-07-15,ENR-00019467
GRD-00049638,project,65.49,0.48,2022-09-26,ENR-00022101
GRD-00049639,midterm,68.25,0.15,2025-11-08,ENR-00024429
GRD-00049640,quiz,85.71,0.47,2022-10-08,ENR-00009279
GRD-00049641,homework,72.0,0.13,2025-05-30,ENR-00016301
GRD-00049642,project,54.6,0.28,2023-06-30,ENR-00001086
GRD-00049643,midterm,66.58,0.24,2022-09-18,ENR-00010659
GRD-00049644,quiz,75.22,0.23,2022-02-02,ENR-00023717
GRD-00049645,midterm,51.1,0.19,2023-07-31,ENR-00017505
GRD-00049646,final,87.59,0.39,2022-04-20,ENR-00024954
GRD-00049647,project,83.4,0.34,2025-01-05,ENR-00000544
GRD-00049648,midterm,69.69,0.35,2024-12-07,ENR-00020020
GRD-00049649,quiz,81.61,0.41,2023-03-26,ENR-00022745
GRD-00049650,final,92.26,0.19,2023-06-28,ENR-00008929
GRD-00049651,project,70.74,0.46,2025-05-31,ENR-00018881
GRD-00049652,quiz,80.66,0.23,2024-08-06,ENR-00019632
GRD-00049653,final,86.62,0.33,2024-09-09,ENR-00014120
GRD-00049654,quiz,83.61,0.29,2025-06-28,ENR-00021101
GRD-00049655,homework,80.67,0.32,2024-01-11,ENR-00003869
GRD-00049656,homework,73.63,0.28,2024-12-21,ENR-00008833
GRD-00049657,project,57.24,0.22,2025-10-12,ENR-00015237
GRD-00049658,final,69.72,0.37,2022-07-02,ENR-00023037
GRD-00049659,project,76.09,0.48,2022-08-19,ENR-00013743
GRD-00049660,project,53.32,0.15,2022-04-07,ENR-00005364
GRD-00049661,final,84.96,0.2,2025-02-04,ENR-00016749
GRD-00049662,final,84.57,0.39,2025-10-29,ENR-00016617
GRD-00049663,final,81.66,0.49,2022-05-09,ENR-00001822
GRD-00049664,project,89.74,0.46,2023-04-16,ENR-00020928
GRD-00049665,final,65.96,0.42,2025-01-25,ENR-00024644
GRD-00049666,quiz,65.74,0.28,2025-08-23,ENR-00021337
GRD-00049667,project,41.99,0.25,2024-03-20,ENR-00001134
GRD-00049668,final,69.1,0.24,2025-01-02,ENR-00014894
GRD-00049669,final,72.77,0.42,2025-03-20,ENR-00024924
GRD-00049670,homework,78.89,0.23,2025-12-20,ENR-00001293
GRD-00049671,final,85.83,0.17,2025-05-10,ENR-00000922
GRD-00049672,homework,76.65,0.18,2025-10-25,ENR-00009351
GRD-00049673,quiz,74.68,0.28,2022-02-27,ENR-00006816
GRD-00049674,project,63.82,0.12,2025-11-08,ENR-00007270
GRD-00049675,homework,73.54,0.26,2023-07-04,ENR-00003767
GRD-00049676,final,80.4,0.26,2025-09-21,ENR-00002787
GRD-00049677,homework,71.72,0.28,2025-12-11,ENR-00016996
GRD-00049678,quiz,81.8,0.37,2023-07-08,ENR-00014370
GRD-00049679,midterm,64.43,0.5,2025-04-25,ENR-00015038
GRD-00049680,homework,86.21,0.48,2022-05-26,ENR-00020176
GRD-00049681,homework,93.29,0.11,2023-09-14,ENR-00016662
GRD-00049682,homework,71.43,0.5,2022-04-14,ENR-00006055
GRD-00049683,project,70.08,0.33,2023-07-06,ENR-00019322
GRD-00049684,final,100.0,0.29,2024-01-04,ENR-00020647
GRD-00049685,midterm,92.23,0.14,2024-06-03,ENR-00024927
GRD-00049686,quiz,60.53,0.39,2024-05-06,ENR-00000584
GRD-00049687,homework,77.98,0.4,2022-09-22,ENR-00008459
GRD-00049688,final,92.49,0.24,2023-12-08,ENR-00001321
GRD-00049689,midterm,68.62,0.22,2023-10-25,ENR-00002878
GRD-00049690,quiz,64.26,0.26,2023-12-30,ENR-00004462
GRD-00049691,quiz,89.13,0.41,2023-10-18,ENR-00022244
GRD-00049692,homework,100.0,0.23,2023-06-24,ENR-00015729
GRD-00049693,homework,81.5,0.35,2024-09-12,ENR-00013843
GRD-00049694,homework,64.8,0.34,2023-11-02,ENR-00009076
GRD-00049695,homework,89.32,0.35,2022-03-15,ENR-00014014
GRD-00049696,homework,87.9,0.34,2024-10-12,ENR-00003571
GRD-00049697,final,70.51,0.18,2025-11-26,ENR-00000517
GRD-00049698,midterm,79.29,0.48,2023-05-10,ENR-00014768
GRD-00049699,project,90.56,0.19,2023-07-30,ENR-00015558
GRD-00049700,midterm,79.77,0.27,2025-09-10,ENR-00019811
GRD-00049701,quiz,63.72,0.33,2022-11-02,ENR-00013620
GRD-00049702,project,79.36,0.49,2022-03-29,ENR-00024329
GRD-00049703,homework,86.43,0.32,2023-10-27,ENR-00020105
GRD-00049704,homework,71.39,0.45,2022-05-20,ENR-00013991
GRD-00049705,midterm,58.87,0.2,2022-12-19,ENR-00024452
GRD-00049706,homework,98.83,0.17,2022-06-18,ENR-00011735
GRD-00049707,midterm,65.56,0.12,2024-11-26,ENR-00016434
GRD-00049708,final,66.0,0.3,2023-08-02,ENR-00013462
GRD-00049709,final,80.39,0.1,2022-12-31,ENR-00000757
GRD-00049710,final,80.07,0.24,2025-10-25,ENR-00000634
GRD-00049711,project,61.17,0.39,2024-02-28,ENR-00000329
GRD-00049712,quiz,66.05,0.13,2024-12-03,ENR-00009232
GRD-00049713,final,85.01,0.37,2024-06-17,ENR-00024784
GRD-00049714,final,87.26,0.12,2022-06-12,ENR-00000102
GRD-00049715,homework,71.63,0.4,2022-12-07,ENR-00002220
GRD-00049716,quiz,70.11,0.49,2022-09-03,ENR-00016025
GRD-00049717,homework,63.42,0.25,2024-09-09,ENR-00006212
GRD-00049718,midterm,98.48,0.49,2025-04-30,ENR-00024862
GRD-00049719,final,67.07,0.49,2022-04-21,ENR-00021517
GRD-00049720,midterm,80.47,0.11,2022-08-11,ENR-00000515
GRD-00049721,final,64.97,0.19,2025-10-20,ENR-00024682
GRD-00049722,quiz,78.43,0.11,2024-05-18,ENR-00009498
GRD-00049723,quiz,81.06,0.26,2023-03-08,ENR-00012026
GRD-00049724,midterm,88.44,0.37,2024-02-10,ENR-00012295
GRD-00049725,midterm,81.68,0.4,2022-09-13,ENR-00022485
GRD-00049726,quiz,60.53,0.43,2024-04-06,ENR-00003194
GRD-00049727,homework,80.74,0.42,2023-03-19,ENR-00013614
GRD-00049728,quiz,71.82,0.24,2023-09-24,ENR-00022645
GRD-00049729,final,73.53,0.37,2023-12-11,ENR-00018656
GRD-00049730,final,59.14,0.43,2025-04-04,ENR-00007857
GRD-00049731,project,68.21,0.41,2023-09-27,ENR-00012841
GRD-00049732,homework,85.87,0.11,2024-02-08,ENR-00018260
GRD-00049733,midterm,83.43,0.38,2022-05-13,ENR-00009869
GRD-00049734,homework,62.6,0.5,2023-12-28,ENR-00007973
GRD-00049735,homework,85.66,0.25,2023-06-05,ENR-00007674
GRD-00049736,quiz,86.97,0.16,2024-07-20,ENR-00023891
GRD-00049737,midterm,89.96,0.34,2022-04-07,ENR-00001587
GRD-00049738,final,71.73,0.34,2024-01-22,ENR-00005893
GRD-00049739,homework,76.28,0.44,2024-08-30,ENR-00016705
GRD-00049740,homework,73.49,0.38,2022-05-15,ENR-00005109
GRD-00049741,homework,58.83,0.11,2024-11-02,ENR-00008648
GRD-00049742,midterm,87.99,0.46,2024-12-03,ENR-00009266
GRD-00049743,midterm,67.25,0.11,2023-10-25,ENR-00018947
GRD-00049744,project,63.16,0.1,2023-01-22,ENR-00008808
GRD-00049745,final,72.78,0.31,2023-05-15,ENR-00001598
GRD-00049746,quiz,76.36,0.5,2022-05-03,ENR-00011966
GRD-00049747,final,75.79,0.23,2022-03-27,ENR-00003878
GRD-00049748,quiz,90.63,0.48,2023-02-06,ENR-00003157
GRD-00049749,project,75.75,0.16,2023-01-13,ENR-00002969
GRD-00049750,quiz,69.19,0.37,2023-04-22,ENR-00007383
GRD-00049751,quiz,100.0,0.32,2024-10-09,ENR-00009584
GRD-00049752,project,79.46,0.13,2022-02-12,ENR-00017300
GRD-00049753,quiz,93.75,0.43,2023-09-07,ENR-00003295
GRD-00049754,quiz,99.26,0.26,2022-02-04,ENR-00004044
GRD-00049755,quiz,61.3,0.23,2023-04-21,ENR-00005998
GRD-00049756,quiz,68.71,0.33,2022-10-24,ENR-00015273
GRD-00049757,project,77.51,0.38,2022-02-10,ENR-00015632
GRD-00049758,final,82.72,0.14,2024-12-07,ENR-00012100
GRD-00049759,final,84.9,0.18,2025-07-26,ENR-00015953
GRD-00049760,final,62.56,0.38,2025-10-17,ENR-00005116
GRD-00049761,homework,70.14,0.13,2023-04-29,ENR-00020277
GRD-00049762,homework,75.61,0.38,2023-11-05,ENR-00024072
GRD-00049763,midterm,91.64,0.37,2024-09-10,ENR-00002336
GRD-00049764,midterm,88.66,0.29,2023-05-06,ENR-00012659
GRD-00049765,homework,56.9,0.34,2022-09-07,ENR-00013278
GRD-00049766,quiz,77.4,0.15,2022-10-02,ENR-00004094
GRD-00049767,quiz,100.0,0.25,2022-08-27,ENR-00023594
GRD-00049768,quiz,81.68,0.12,2024-08-13,ENR-00008935
GRD-00049769,midterm,77.31,0.13,2025-06-02,ENR-00015883
GRD-00049770,quiz,83.03,0.22,2023-12-31,ENR-00011194
GRD-00049771,midterm,69.28,0.25,2025-04-09,ENR-00002651
GRD-00049772,homework,78.8,0.45,2023-12-10,ENR-00001059
GRD-00049773,homework,83.12,0.24,2022-10-20,ENR-00018503
GRD-00049774,project,60.78,0.47,2022-06-02,ENR-00007234
GRD-00049775,midterm,79.28,0.4,2025-12-23,ENR-00003919
GRD-00049776,midterm,99.04,0.17,2023-08-23,ENR-00013979
GRD-00049777,project,81.35,0.34,2024-09-14,ENR-00009177
GRD-00049778,quiz,89.1,0.49,2023-11-12,ENR-00008411
GRD-00049779,final,83.93,0.19,2022-07-03,ENR-00001261
GRD-00049780,homework,85.69,0.46,2024-08-28,ENR-00023609
GRD-00049781,homework,93.24,0.21,2025-11-24,ENR-00000987
GRD-00049782,homework,82.76,0.5,2025-12-14,ENR-00013030
GRD-00049783,project,69.17,0.45,2024-02-29,ENR-00012482
GRD-00049784,final,75.61,0.21,2023-06-03,ENR-00013100
GRD-00049785,project,69.32,0.15,2022-10-05,ENR-00020452
GRD-00049786,project,63.72,0.47,2024-04-25,ENR-00022474
GRD-00049787,final,59.78,0.23,2024-11-24,ENR-00005355
GRD-00049788,quiz,64.4,0.11,2024-11-22,ENR-00003034
GRD-00049789,final,73.47,0.49,2024-03-12,ENR-00003092
GRD-00049790,homework,96.02,0.14,2025-11-21,ENR-00008325
GRD-00049791,midterm,65.78,0.44,2022-10-22,ENR-00013326
GRD-00049792,homework,64.63,0.21,2025-03-17,ENR-00001706
GRD-00049793,quiz,53.26,0.17,2025-12-20,ENR-00022082
GRD-00049794,midterm,88.17,0.11,2025-05-25,ENR-00002006
GRD-00049795,final,100.0,0.39,2024-04-19,ENR-00019864
GRD-00049796,project,79.66,0.41,2024-02-04,ENR-00005437
GRD-00049797,midterm,72.54,0.35,2024-09-28,ENR-00010710
GRD-00049798,project,74.02,0.44,2024-05-03,ENR-00007293
GRD-00049799,quiz,73.7,0.13,2025-08-02,ENR-00016540
GRD-00049800,project,87.36,0.35,2025-06-09,ENR-00003638
GRD-00049801,final,79.44,0.49,2024-04-06,ENR-00020292
GRD-00049802,midterm,92.24,0.41,2025-03-02,ENR-00004079
GRD-00049803,midterm,70.1,0.23,2024-02-01,ENR-00004073
GRD-00049804,quiz,73.19,0.28,2024-06-15,ENR-00020548
GRD-00049805,quiz,74.98,0.4,2023-10-26,ENR-00020909
GRD-00049806,final,80.59,0.21,2022-11-11,ENR-00001446
GRD-00049807,final,63.54,0.46,2024-06-17,ENR-00006647
GRD-00049808,final,95.81,0.3,2025-10-14,ENR-00011860
GRD-00049809,midterm,100.0,0.28,2024-05-28,ENR-00001579
GRD-00049810,homework,84.51,0.18,2023-09-12,ENR-00024026
GRD-00049811,midterm,75.29,0.29,2024-07-13,ENR-00009718
GRD-00049812,quiz,96.3,0.21,2022-03-30,ENR-00018267
GRD-00049813,homework,82.76,0.22,2024-04-11,ENR-00018393
GRD-00049814,midterm,71.94,0.3,2023-05-27,ENR-00014803
GRD-00049815,final,47.04,0.46,2024-07-29,ENR-00006929
GRD-00049816,homework,64.93,0.2,2025-03-15,ENR-00008095
GRD-00049817,midterm,79.13,0.12,2025-07-24,ENR-00022875
GRD-00049818,homework,75.22,0.24,2022-09-25,ENR-00019048
GRD-00049819,midterm,40.49,0.27,2022-12-05,ENR-00016433
GRD-00049820,quiz,65.05,0.25,2022-06-05,ENR-00017702
GRD-00049821,project,55.96,0.26,2023-03-18,ENR-00017442
GRD-00049822,midterm,81.47,0.24,2022-05-06,ENR-00016717
GRD-00049823,final,56.84,0.49,2022-09-16,ENR-00016381
GRD-00049824,final,80.56,0.45,2025-01-30,ENR-00018519
GRD-00049825,midterm,61.7,0.48,2024-01-02,ENR-00006465
GRD-00049826,homework,53.24,0.19,2025-07-14,ENR-00006630
GRD-00049827,quiz,100.0,0.49,2022-04-25,ENR-00000444
GRD-00049828,homework,88.17,0.22,2025-04-01,ENR-00015737
GRD-00049829,final,85.7,0.28,2024-03-06,ENR-00003881
GRD-00049830,homework,81.51,0.44,2025-04-01,ENR-00000593
GRD-00049831,homework,87.47,0.25,2023-07-10,ENR-00018802
GRD-00049832,homework,86.03,0.12,2022-03-07,ENR-00024342
GRD-00049833,quiz,69.32,0.31,2022-02-17,ENR-00017127
GRD-00049834,quiz,62.08,0.47,2025-02-27,ENR-00013504
GRD-00049835,quiz,73.6,0.23,2025-05-07,ENR-00017875
GRD-00049836,midterm,74.82,0.25,2024-02-24,ENR-00001971
GRD-00049837,final,69.99,0.49,2025-11-18,ENR-00011421
GRD-00049838,project,67.55,0.14,2023-06-23,ENR-00019448
GRD-00049839,final,95.34,0.19,2024-07-04,ENR-00006316
GRD-00049840,homework,79.07,0.32,2025-08-29,ENR-00024646
GRD-00049841,final,91.23,0.14,2023-02-11,ENR-00007235
GRD-00049842,midterm,75.97,0.21,2025-04-28,ENR-00007018
GRD-00049843,quiz,58.48,0.32,2025-03-08,ENR-00001447
GRD-00049844,quiz,83.7,0.22,2023-09-10,ENR-00007272
GRD-00049845,project,74.18,0.43,2023-01-13,ENR-00004292
GRD-00049846,midterm,89.12,0.37,2022-03-21,ENR-00020725
GRD-00049847,project,80.42,0.17,2023-08-20,ENR-00020024
GRD-00049848,homework,75.0,0.25,2025-08-29,ENR-00010695
GRD-00049849,homework,78.74,0.11,2024-08-10,ENR-00024114
GRD-00049850,project,90.71,0.11,2023-02-23,ENR-00000574
GRD-00049851,midterm,67.26,0.5,2022-05-02,ENR-00008355
GRD-00049852,homework,63.76,0.23,2022-06-29,ENR-00004199
GRD-00049853,project,71.47,0.29,2023-06-14,ENR-00022949
GRD-00049854,final,79.58,0.36,2023-10-03,ENR-00020445
GRD-00049855,final,65.96,0.35,2023-09-01,ENR-00004416
GRD-00049856,final,100.0,0.26,2022-07-27,ENR-00022162
GRD-00049857,final,74.18,0.24,2024-03-05,ENR-00016535
GRD-00049858,project,71.16,0.5,2023-03-29,ENR-00008028
GRD-00049859,final,54.64,0.19,2025-01-21,ENR-00017386
GRD-00049860,final,83.38,0.28,2024-10-31,ENR-00011810
GRD-00049861,midterm,63.71,0.15,2023-09-24,ENR-00020703
GRD-00049862,homework,84.12,0.35,2023-12-07,ENR-00024545
GRD-00049863,midterm,82.56,0.15,2022-12-30,ENR-00024491
GRD-00049864,homework,63.87,0.31,2025-08-28,ENR-00001212
GRD-00049865,final,66.02,0.17,2022-10-20,ENR-00012859
GRD-00049866,final,77.14,0.4,2023-04-26,ENR-00007476
GRD-00049867,final,57.43,0.32,2022-09-26,ENR-00011741
GRD-00049868,quiz,70.6,0.48,2025-12-16,ENR-00017421
GRD-00049869,quiz,92.29,0.3,2025-08-05,ENR-00003855
GRD-00049870,project,56.31,0.42,2024-05-03,ENR-00012786
GRD-00049871,project,57.72,0.42,2024-09-11,ENR-00014663
GRD-00049872,quiz,84.28,0.27,2023-05-30,ENR-00000842
GRD-00049873,midterm,66.86,0.21,2022-03-28,ENR-00010528
GRD-00049874,midterm,72.18,0.17,2023-02-05,ENR-00016283
GRD-00049875,homework,93.67,0.36,2022-04-15,ENR-00023960
GRD-00049876,homework,78.27,0.29,2025-02-22,ENR-00021340
GRD-00049877,final,79.32,0.33,2024-05-09,ENR-00024726
GRD-00049878,homework,88.52,0.32,2025-03-30,ENR-00002841
GRD-00049879,final,67.46,0.34,2023-09-06,ENR-00020060
GRD-00049880,final,93.11,0.42,2023-09-26,ENR-00002273
GRD-00049881,midterm,71.04,0.19,2023-09-05,ENR-00019713
GRD-00049882,final,82.14,0.11,2025-01-31,ENR-00014557
GRD-00049883,final,68.48,0.49,2023-11-07,ENR-00020254
GRD-00049884,homework,77.36,0.39,2023-02-26,ENR-00016415
GRD-00049885,quiz,65.57,0.36,2024-01-29,ENR-00018651
GRD-00049886,midterm,67.18,0.18,2024-02-01,ENR-00013885
GRD-00049887,final,76.0,0.2,2024-11-02,ENR-00005843
GRD-00049888,homework,81.04,0.36,2023-04-20,ENR-00023955
GRD-00049889,homework,75.06,0.2,2023-12-02,ENR-00011353
GRD-00049890,quiz,65.9,0.36,2022-10-28,ENR-00013603
GRD-00049891,quiz,82.76,0.18,2023-07-27,ENR-00011954
GRD-00049892,quiz,79.26,0.46,2023-02-13,ENR-00001331
GRD-00049893,quiz,78.53,0.29,2025-11-19,ENR-00018179
GRD-00049894,midterm,84.72,0.31,2024-03-30,ENR-00017568
GRD-00049895,homework,65.77,0.39,2024-07-13,ENR-00009348
GRD-00049896,final,79.92,0.18,2023-02-07,ENR-00020007
GRD-00049897,homework,73.9,0.45,2022-06-06,ENR-00007852
GRD-00049898,project,93.44,0.33,2025-03-14,ENR-00007478
GRD-00049899,homework,79.3,0.47,2024-05-16,ENR-00018376
GRD-00049900,homework,89.73,0.44,2024-03-04,ENR-00013647
GRD-00049901,final,73.26,0.42,2023-06-21,ENR-00000082
GRD-00049902,final,68.35,0.21,2023-08-27,ENR-00006526
GRD-00049903,homework,74.4,0.49,2022-12-03,ENR-00005520
GRD-00049904,homework,57.61,0.13,2023-02-05,ENR-00011820
GRD-00049905,final,56.52,0.28,2023-04-30,ENR-00016348
GRD-00049906,quiz,71.86,0.1,2025-05-14,ENR-00017409
GRD-00049907,midterm,64.46,0.11,2024-03-27,ENR-00003271
GRD-00049908,quiz,69.0,0.48,2023-08-21,ENR-00007480
GRD-00049909,midterm,90.35,0.2,2024-05-22,ENR-00012226
GRD-00049910,homework,74.51,0.3,2025-03-01,ENR-00016792
GRD-00049911,quiz,57.28,0.12,2022-07-07,ENR-00003781
GRD-00049912,midterm,73.23,0.27,2023-01-18,ENR-00016097
GRD-00049913,homework,58.92,0.38,2022-08-08,ENR-00011798
GRD-00049914,project,68.91,0.19,2022-06-18,ENR-00015827
GRD-00049915,homework,94.12,0.36,2024-02-15,ENR-00019559
GRD-00049916,midterm,90.75,0.23,2022-06-30,ENR-00019369
GRD-00049917,final,59.43,0.47,2023-10-07,ENR-00021442
GRD-00049918,midterm,69.64,0.17,2024-08-07,ENR-00017603
GRD-00049919,homework,68.79,0.23,2023-06-17,ENR-00016024
GRD-00049920,homework,88.54,0.47,2024-06-06,ENR-00021270
GRD-00049921,quiz,49.97,0.3,2024-07-24,ENR-00014697
GRD-00049922,homework,78.28,0.19,2023-09-10,ENR-00003074
GRD-00049923,project,41.65,0.42,2023-09-17,ENR-00024244
GRD-00049924,homework,78.33,0.39,2024-05-02,ENR-00005980
GRD-00049925,final,68.47,0.43,2023-05-04,ENR-00014147
GRD-00049926,final,65.16,0.16,2024-09-11,ENR-00020808
GRD-00049927,project,55.95,0.11,2023-11-19,ENR-00021387
GRD-00049928,final,95.37,0.36,2023-08-18,ENR-00010488
GRD-00049929,final,72.24,0.12,2024-01-27,ENR-00018860
GRD-00049930,final,45.3,0.4,2025-02-14,ENR-00004067
GRD-00049931,midterm,57.92,0.44,2023-05-08,ENR-00004265
GRD-00049932,homework,66.92,0.35,2022-11-12,ENR-00023323
GRD-00049933,quiz,87.48,0.41,2024-06-03,ENR-00000725
GRD-00049934,homework,82.08,0.44,2024-05-15,ENR-00006774
GRD-00049935,project,70.37,0.2,2024-02-23,ENR-00016467
GRD-00049936,project,73.79,0.21,2024-11-05,ENR-00000301
GRD-00049937,homework,71.09,0.45,2024-06-05,ENR-00024931
GRD-00049938,project,88.78,0.29,2022-05-14,ENR-00009853
GRD-00049939,final,71.13,0.49,2024-08-26,ENR-00018957
GRD-00049940,midterm,70.59,0.12,2023-11-11,ENR-00002785
GRD-00049941,homework,92.07,0.38,2024-03-14,ENR-00019926
GRD-00049942,midterm,100.0,0.34,2023-10-30,ENR-00018248
GRD-00049943,homework,69.78,0.15,2023-11-18,ENR-00000774
GRD-00049944,quiz,87.51,0.3,2024-03-26,ENR-00015739
GRD-00049945,project,75.96,0.48,2024-03-09,ENR-00022584
GRD-00049946,final,63.1,0.4,2023-01-27,ENR-00007154
GRD-00049947,homework,71.6,0.11,2025-07-18,ENR-00019001
GRD-00049948,final,48.12,0.11,2024-02-17,ENR-00010104
GRD-00049949,midterm,62.64,0.14,2022-12-26,ENR-00023800
GRD-00049950,quiz,78.56,0.22,2025-10-23,ENR-00011724
GRD-00049951,midterm,81.58,0.46,2025-11-06,ENR-00010778
GRD-00049952,midterm,83.56,0.32,2024-11-17,ENR-00005524
GRD-00049953,quiz,78.55,0.19,2024-11-05,ENR-00016630
GRD-00049954,quiz,72.23,0.31,2023-10-05,ENR-00023020
GRD-00049955,project,70.17,0.37,2024-10-08,ENR-00007159
GRD-00049956,project,59.08,0.24,2025-01-23,ENR-00006125
GRD-00049957,quiz,92.45,0.36,2025-04-16,ENR-00000697
GRD-00049958,project,91.91,0.18,2024-04-20,ENR-00022353
GRD-00049959,project,59.55,0.48,2023-04-21,ENR-00020362
GRD-00049960,quiz,91.25,0.28,2025-07-30,ENR-00022172
GRD-00049961,homework,81.01,0.38,2022-06-27,ENR-00003293
GRD-00049962,homework,82.09,0.38,2025-10-19,ENR-00005431
GRD-00049963,midterm,62.21,0.13,2025-07-14,ENR-00011076
GRD-00049964,homework,57.67,0.36,2025-06-11,ENR-00000568
GRD-00049965,midterm,56.91,0.22,2023-09-07,ENR-00022093
GRD-00049966,project,57.89,0.49,2025-10-20,ENR-00002782
GRD-00049967,project,92.33,0.11,2024-06-17,ENR-00012750
GRD-00049968,midterm,87.08,0.39,2023-10-11,ENR-00017209
GRD-00049969,midterm,100.0,0.26,2023-10-15,ENR-00017677
GRD-00049970,homework,66.66,0.25,2023-04-10,ENR-00005138
GRD-00049971,final,99.38,0.14,2024-02-21,ENR-00018158
GRD-00049972,homework,78.12,0.13,2025-04-26,ENR-00011962
GRD-00049973,homework,71.88,0.14,2025-07-03,ENR-00010770
GRD-00049974,project,87.32,0.21,2024-08-18,ENR-00008965
GRD-00049975,quiz,80.74,0.27,2023-12-12,ENR-00010096
GRD-00049976,quiz,89.17,0.24,2024-01-29,ENR-00004830
GRD-00049977,homework,63.85,0.26,2023-10-17,ENR-00006288
GRD-00049978,homework,82.31,0.39,2023-11-26,ENR-00007818
GRD-00049979,midterm,83.2,0.13,2024-01-08,ENR-00002809
GRD-00049980,project,69.21,0.25,2023-07-12,ENR-00007671
GRD-00049981,quiz,75.79,0.44,2023-07-29,ENR-00008579
GRD-00049982,quiz,70.03,0.28,2025-11-11,ENR-00022664
GRD-00049983,final,70.91,0.3,2025-06-29,ENR-00000319
GRD-00049984,project,76.45,0.26,2023-07-17,ENR-00021445
GRD-00049985,final,75.38,0.12,2024-05-25,ENR-00014390
GRD-00049986,homework,90.08,0.43,2024-08-20,ENR-00016247
GRD-00049987,project,73.36,0.2,2023-07-02,ENR-00009570
GRD-00049988,midterm,70.28,0.2,2025-05-14,ENR-00008251
GRD-00049989,final,61.98,0.1,2022-06-18,ENR-00007231
GRD-00049990,midterm,93.1,0.27,2022-05-06,ENR-00001147
GRD-00049991,midterm,96.12,0.16,2025-07-01,ENR-00023735
GRD-00049992,final,64.37,0.49,2024-05-28,ENR-00004823
GRD-00049993,midterm,70.57,0.25,2025-08-28,ENR-00004101
GRD-00049994,quiz,80.91,0.24,2022-08-01,ENR-00007513
GRD-00049995,final,68.42,0.22,2023-04-26,ENR-00024646
