payment_id,amount,paid_at,method,invoice_id
PAY-00059645,103.68,2025-04-02,card,INV-00007116
PAY-00059646,16.4,2024-08-20,paypal,INV-00017972
PAY-00059647,55.32,2025-10-05,bank_transfer,INV-00031999
PAY-00059648,204.27,2025-07-13,paypal,INV-00035367
PAY-00059649,40.5,2022-12-22,cash,INV-00043923
PAY-00059650,84.52,2022-09-01,card,INV-00001299
PAY-00059651,49.89,2024-01-01,card,INV-00008016
PAY-00059652,73.87,2025-09-11,card,INV-00007422
PAY-00059653,1.86,2025-07-02,card,INV-00014936
PAY-00059654,58.3,2023-11-22,card,INV-00026243
PAY-00059655,40.6,2022-07-03,card,INV-00028904
PAY-00059656,25.05,2024-11-16,card,INV-00006316
PAY-00059657,42.13,2025-11-24,bank_transfer,INV-00000549
PAY-00059658,17.55,2024-12-10,bank_transfer,INV-00020157
PAY-00059659,58.42,2025-04-07,card,INV-00041103
PAY-00059660,53.24,2023-07-28,card,INV-00032669
PAY-00059661,70.96,2022-01-23,card,INV-00027493
PAY-00059662,42.11,2024-12-06,bank_transfer,INV-00041398
PAY-00059663,4.82,2022-03-24,card,INV-00027805
PAY-00059664,150.68,2025-08-10,card,INV-00041266
PAY-00059665,150.07,2023-03-04,card,INV-00041397
PAY-00059666,15.69,2023-07-08,card,INV-00045009
PAY-00059667,84.88,2022-06-23,paypal,INV-00035390
PAY-00059668,24.27,2023-08-13,cash,INV-00049384
PAY-00059669,112.79,2024-04-29,card,INV-00008042
PAY-00059670,91.37,2022-06-04,bank_transfer,INV-00020732
PAY-00059671,17.46,2023-11-29,bank_transfer,INV-00011836
PAY-00059672,32.63,2024-05-06,card,INV-00015547
PAY-00059673,6.13,2024-09-07,card,INV-00001877
PAY-00059674,25.19,2023-04-22,card,INV-00036544
PAY-00059675,59.6,2023-10-09,bank_transfer,INV-00029364
PAY-00059676,43.93,2023-04-18,card,INV-00011525
PAY-00059677,8.55,2023-07-15,bank_transfer,INV-00003020
PAY-00059678,51.8,2022-02-23,card,INV-00031804
PAY-00059679,15.46,2022-09-04,card,INV-00047731
PAY-00059680,61.71,2024-05-20,paypal,INV-00008675
PAY-00059681,81.35,2023-11-21,card,INV-00005559
PAY-00059682,171.37,2024-07-04,card,INV-00035199
PAY-00059683,149.93,2024-09-11,card,INV-00033048
PAY-00059684,81.21,2023-01-14,bank_transfer,INV-00005901
PAY-00059685,62.83,2022-08-25,card,INV-00013523
PAY-00059686,358.14,2023-09-25,card,INV-00019396
PAY-00059687,147.67,2023-05-05,bank_transfer,INV-00027222
PAY-00059688,57.74,2022-03-31,card,INV-00048784
PAY-00059689,94.94,2025-04-30,card,INV-00023417
PAY-00059690,103.29,2026-01-16,bank_transfer,INV-00037364
PAY-00059691,156.93,2022-05-08,bank_transfer,INV-00000509
PAY-00059692,51.31,2023-03-01,card,INV-00003723
PAY-00059693,89.35,2022-03-13,bank_transfer,INV-00030482
PAY-00059694,7.2,2025-07-27,paypal,INV-00007814
PAY-00059695,66.36,2023-04-11,paypal,INV-00040204
PAY-00059696,138.04,2022-10-15,card,INV-00018446
PAY-00059697,11.9,2024-03-02,card,INV-00016740
PAY-00059698,18.84,2025-05-14,card,INV-00024303
PAY-00059699,15.38,2023-10-05,bank_transfer,INV-00042897
PAY-00059700,57.44,2024-06-23,bank_transfer,INV-00026551
PAY-00059701,14.23,2026-01-11,card,INV-00007289
PAY-00059702,73.94,2025-05-07,card,INV-00019094
PAY-00059703,87.43,2022-05-16,card,INV-00029202
PAY-00059704,105.95,2024-03-02,bank_transfer,INV-00000344
PAY-00059705,283.12,2022-08-15,card,INV-00035454
PAY-00059706,86.04,2023-07-15,bank_transfer,INV-00017270
PAY-00059707,135.94,2023-08-23,bank_transfer,INV-00045942
PAY-00059708,153.67,2023-11-20,paypal,INV-00017117
PAY-00059709,51.7,2025-11-27,card,INV-00044706
PAY-00059710,15.05,2024-10-24,bank_transfer,INV-00022309
PAY-00059711,51.33,2022-01-15,card,INV-00005669
PAY-00059712,15.05,2024-02-19,card,INV-00019560
PAY-00059713,35.5,2022-09-26,card,INV-00018452
PAY-00059714,94.97,2023-11-24,bank_transfer,INV-00033503
PAY-00059715,8.97,2022-07-08,card,INV-00019699
PAY-00059716,95.39,2025-07-01,paypal,INV-00045590
PAY-00059717,101.7,2025-10-14,card,INV-00016580
PAY-00059718,141.36,2023-08-04,card,INV-00025354
PAY-00059719,105.23,2022-06-17,card,INV-00022651
PAY-00059720,40.62,2024-01-03,card,INV-00027212
PAY-00059721,6.11,2023-09-11,bank_transfer,INV-00019086
PAY-00059722,28.19,2023-11-26,card,INV-00033022
PAY-00059723,110.96,2022-01-29,bank_transfer,INV-00035696
PAY-00059724,46.23,2024-06-25,paypal,INV-00037675
PAY-00059725,66.87,2025-01-11,cash,INV-00003921
PAY-00059726,852.57,2025-11-22,bank_transfer,INV-00045539
PAY-00059727,41.17,2025-07-11,card,INV-00018237
PAY-00059728,26.28,2024-08-05,paypal,INV-00047590
PAY-00059729,202.94,2024-05-15,card,INV-00001120
PAY-00059730,61.17,2023-05-29,card,INV-00035748
PAY-00059731,112.14,2024-06-22,card,INV-00009344
PAY-00059732,46.93,2024-09-20,cash,INV-00043787
PAY-00059733,21.53,2024-11-27,bank_transfer,INV-00048056
PAY-00059734,68.56,2025-10-18,card,INV-00017701
PAY-00059735,38.69,2025-05-19,bank_transfer,INV-00023870
PAY-00059736,187.81,2023-08-08,bank_transfer,INV-00010471
PAY-00059737,32.1,2023-10-04,bank_transfer,INV-00020088
PAY-00059738,44.32,2023-07-28,card,INV-00047447
PAY-00059739,165.98,2026-01-17,bank_transfer,INV-00002044
PAY-00059740,77.72,2023-12-28,card,INV-00017963
PAY-00059741,187.36,2022-07-21,bank_transfer,INV-00014007
PAY-00059742,17.53,2025-01-14,cash,INV-00000047
PAY-00059743,89.86,2022-07-16,bank_transfer,INV-00031490
PAY-00059744,37.14,2025-12-21,card,INV-00031857
PAY-00059745,85.77,2024-01-11,bank_transfer,INV-00029283
PAY-00059746,75.72,2024-10-26,bank_transfer,INV-00013847
PAY-00059747,101.99,2023-01-17,card,INV-00029483
PAY-00059748,7.02,2022-09-08,card,INV-00017351
PAY-00059749,64.61,2026-01-07,card,INV-00021293
PAY-00059750,110.15,2022-09-15,cash,INV-00005342
PAY-00059751,26.25,2024-02-21,card,INV-00032181
PAY-00059752,31.95,2023-06-23,bank_transfer,INV-00011112
PAY-00059753,101.04,2022-10-28,bank_transfer,INV-00035146
PAY-00059754,57.13,2022-12-27,card,INV-00020492
PAY-00059755,79.21,2025-08-15,bank_transfer,INV-00046647
PAY-00059756,16.46,2023-11-21,card,INV-00017276
PAY-00059757,103.12,2023-02-06,card,INV-00011997
PAY-00059758,129.58,2022-06-21,card,INV-00011611
PAY-00059759,11.33,2023-02-20,bank_transfer,INV-00008275
PAY-00059760,246.78,2022-07-03,bank_transfer,INV-00022543
PAY-00059761,71.71,2024-12-17,card,INV-00002997
PAY-00059762,38.7,2024-03-18,card,INV-00029849
PAY-00059763,39.72,2024-03-17,card,INV-00036861
PAY-00059764,183.85,2022-10-05,card,INV-00031750
PAY-00059765,168.29,2024-11-21,paypal,INV-00019601
PAY-00059766,24.79,2023-10-20,bank_transfer,INV-00036449
PAY-00059767,140.89,2022-03-24,card,INV-00042952
PAY-00059768,401.73,2024-02-27,bank_transfer,INV-00005186
PAY-00059769,129.93,2024-05-05,bank_transfer,INV-00004302
PAY-00059770,28.5,2026-01-03,bank_transfer,INV-00032579
PAY-00059771,218.45,2022-09-25,card,INV-00029457
PAY-00059772,54.9,2022-04-12,paypal,INV-00022644
PAY-00059773,95.32,2024-10-15,card,INV-00026483
PAY-00059774,2.27,2025-07-31,bank_transfer,INV-00017174
PAY-00059775,21.0,2025-11-01,paypal,INV-00047604
PAY-00059776,65.38,2024-05-28,card,INV-00025515
PAY-00059777,54.07,2023-05-19,card,INV-00036462
PAY-00059778,258.71,2025-12-10,card,INV-00013360
PAY-00059779,22.57,2022-02-04,bank_transfer,INV-00014458
PAY-00059780,10.01,2025-03-05,card,INV-00035215
PAY-00059781,16.47,2025-08-15,cash,INV-00001786
PAY-00059782,38.36,2023-03-12,card,INV-00047875
PAY-00059783,55.95,2022-09-07,card,INV-00032068
PAY-00059784,9.33,2022-06-05,bank_transfer,INV-00006670
PAY-00059785,13.36,2024-02-03,cash,INV-00041246
PAY-00059786,13.22,2025-01-30,card,INV-00035906
PAY-00059787,82.11,2023-03-10,card,INV-00024736
PAY-00059788,32.23,2025-09-29,card,INV-00030239
PAY-00059789,174.27,2024-02-24,bank_transfer,INV-00007608
PAY-00059790,67.23,2022-11-08,bank_transfer,INV-00047374
PAY-00059791,268.2,2022-06-29,card,INV-00005019
PAY-00059792,34.39,2022-06-19,paypal,INV-00031642
PAY-00059793,51.84,2025-04-02,card,INV-00035781
PAY-00059794,22.76,2022-05-22,bank_transfer,INV-00037598
PAY-00059795,12.3,2024-08-24,card,INV-00023578
PAY-00059796,71.95,2023-11-06,bank_transfer,INV-00025431
PAY-00059797,72.58,2022-10-23,bank_transfer,INV-00049176
PAY-00059798,96.73,2025-05-25,bank_transfer,INV-00031945
PAY-00059799,4.73,2024-07-05,card,INV-00007436
PAY-00059800,37.44,2024-07-08,card,INV-00046799
PAY-00059801,14.0,2024-11-11,cash,INV-00045979
PAY-00059802,53.51,2024-07-09,card,INV-00023881
PAY-00059803,48.79,2022-02-27,bank_transfer,INV-00047567
PAY-00059804,77.71,2025-10-04,paypal,INV-00038024
PAY-00059805,313.38,2025-11-27,bank_transfer,INV-00049379
PAY-00059806,20.5,2023-10-23,bank_transfer,INV-00046069
PAY-00059807,42.81,2022-07-14,card,INV-00030251
PAY-00059808,43.82,2024-04-07,card,INV-00009918
PAY-00059809,23.87,2024-12-23,bank_transfer,INV-00043134
PAY-00059810,31.51,2024-06-24,card,INV-00007590
PAY-00059811,69.16,2023-01-03,paypal,INV-00006521
PAY-00059812,215.28,2025-01-09,card,INV-00034406
PAY-00059813,32.01,2024-03-04,card,INV-00003786
PAY-00059814,12.17,2024-01-17,paypal,INV-00047765
PAY-00059815,71.81,2022-05-01,cash,INV-00019524
PAY-00059816,59.31,2022-06-15,card,INV-00043548
PAY-00059817,255.96,2025-11-15,card,INV-00034577
PAY-00059818,22.64,2024-04-23,card,INV-00034679
PAY-00059819,69.61,2023-02-03,bank_transfer,INV-00001263
PAY-00059820,21.25,2022-02-05,card,INV-00035721
PAY-00059821,13.31,2025-06-28,paypal,INV-00028922
PAY-00059822,56.04,2022-05-24,paypal,INV-00014779
PAY-00059823,25.14,2025-03-11,cash,INV-00026032
PAY-00059824,205.09,2022-03-29,paypal,INV-00036693
PAY-00059825,10.8,2023-01-06,bank_transfer,INV-00042551
PAY-00059826,24.52,2023-12-06,card,INV-00020176
PAY-00059827,204.55,2025-04-16,bank_transfer,INV-00017783
PAY-00059828,127.12,2022-08-03,bank_transfer,INV-00042680
PAY-00059829,523.03,2023-11-13,bank_transfer,INV-00049586
PAY-00059830,36.07,2025-12-20,card,INV-00018473
PAY-00059831,67.48,2023-02-07,card,INV-00000208
PAY-00059832,127.21,2025-03-23,card,INV-00048916
PAY-00059833,90.3,2025-08-03,card,INV-00023164
PAY-00059834,41.75,2022-07-20,bank_transfer,INV-00040416
PAY-00059835,96.18,2025-03-10,card,INV-00020723
PAY-00059836,64.84,2025-11-04,card,INV-00011883
PAY-00059837,34.63,2025-04-14,card,INV-00001585
PAY-00059838,67.17,2023-03-07,card,INV-00013033
PAY-00059839,66.9,2022-09-14,bank_transfer,INV-00009191
PAY-00059840,116.17,2023-08-07,card,INV-00046092
PAY-00059841,35.52,2023-04-03,card,INV-00027173
PAY-00059842,31.86,2025-05-24,card,INV-00036494
PAY-00059843,11.89,2025-09-27,bank_transfer,INV-00046100
PAY-00059844,53.8,2022-04-18,bank_transfer,INV-00005262
PAY-00059845,7.17,2022-05-01,bank_transfer,INV-00001995
PAY-00059846,209.17,2025-11-24,bank_transfer,INV-00020004
PAY-00059847,33.26,2022-01-06,bank_transfer,INV-00029481
PAY-00059848,27.42,2025-10-08,paypal,INV-00039300
PAY-00059849,52.32,2023-04-09,card,INV-00031314
PAY-00059850,17.24,2025-03-17,card,INV-00016128
PAY-00059851,30.44,2023-09-23,card,INV-00007252
PAY-00059852,84.98,2022-05-05,card,INV-00049887
PAY-00059853,27.03,2024-08-25,cash,INV-00012930
PAY-00059854,80.95,2025-12-01,card,INV-00043140
PAY-00059855,53.74,2025-02-17,bank_transfer,INV-00023148
PAY-00059856,38.06,2024-02-19,paypal,INV-00001968
PAY-00059857,40.21,2025-06-16,paypal,INV-00018759
PAY-00059858,266.49,2023-11-25,bank_transfer,INV-00039852
PAY-00059859,60.49,2024-06-03,card,INV-00010101
PAY-00059860,47.91,2022-05-13,paypal,INV-00010445
PAY-00059861,68.58,2022-12-26,cash,INV-00025962
PAY-00059862,4.42,2024-12-07,card,INV-00031363
PAY-00059863,19.54,2025-07-25,paypal,INV-00014271
PAY-00059864,61.19,2025-03-25,card,INV-00004432
PAY-00059865,33.71,2023-04-09,paypal,INV-00002811
PAY-00059866,260.59,2025-08-03,card,INV-00038896
PAY-00059867,10.99,2025-08-28,paypal,INV-00042210
PAY-00059868,93.12,2025-08-10,bank_transfer,INV-00037623
PAY-00059869,83.39,2025-04-04,card,INV-00004637
PAY-00059870,41.57,2023-02-10,card,INV-00022790
PAY-00059871,68.42,2023-11-17,paypal,INV-00012475
PAY-00059872,272.93,2023-01-02,card,INV-00000746
PAY-00059873,33.98,2024-09-03,bank_transfer,INV-00015661
PAY-00059874,77.81,2022-07-20,bank_transfer,INV-00048645
PAY-00059875,529.65,2022-11-23,paypal,INV-00046710
PAY-00059876,69.59,2023-08-23,card,INV-00048037
PAY-00059877,114.79,2022-04-04,paypal,INV-00042590
PAY-00059878,111.02,2023-01-08,bank_transfer,INV-00042943
PAY-00059879,44.76,2025-03-15,cash,INV-00002039
PAY-00059880,228.5,2025-09-11,bank_transfer,INV-00042202
PAY-00059881,8.39,2022-02-14,card,INV-00043478
PAY-00059882,46.65,2022-07-04,cash,INV-00027957
PAY-00059883,42.27,2025-08-26,card,INV-00011459
PAY-00059884,26.4,2023-09-20,card,INV-00021634
PAY-00059885,228.23,2024-12-20,card,INV-00030662
PAY-00059886,277.18,2025-07-23,card,INV-00003559
PAY-00059887,74.05,2022-01-12,bank_transfer,INV-00010260
PAY-00059888,58.05,2023-08-01,card,INV-00029399
PAY-00059889,76.78,2024-04-04,paypal,INV-00018652
PAY-00059890,44.55,2023-03-08,card,INV-00038485
PAY-00059891,205.23,2024-01-06,card,INV-00009942
PAY-00059892,385.51,2023-01-03,card,INV-00021458
PAY-00059893,34.34,2023-10-27,paypal,INV-00033514
PAY-00059894,70.64,2023-10-08,bank_transfer,INV-00022699
PAY-00059895,4.3,2025-08-16,bank_transfer,INV-00034347
PAY-00059896,21.55,2025-10-22,bank_transfer,INV-00008579
PAY-00059897,26.51,2023-08-03,card,INV-00033587
PAY-00059898,36.27,2022-10-02,bank_transfer,INV-00006671
PAY-00059899,201.58,2023-07-27,cash,INV-00012082
PAY-00059900,39.09,2022-09-09,card,INV-00026833
PAY-00059901,23.81,2024-10-18,card,INV-00040756
PAY-00059902,19.9,2023-12-07,bank_transfer,INV-00023745
PAY-00059903,34.09,2025-03-02,card,INV-00042999
PAY-00059904,78.2,2025-02-15,bank_transfer,INV-00011748
PAY-00059905,41.7,2025-05-30,card,INV-00031945
PAY-00059906,125.83,2023-09-26,card,INV-00022760
PAY-00059907,272.31,2024-06-25,bank_transfer,INV-00031311
PAY-00059908,329.25,2025-08-22,card,INV-00007772
PAY-00059909,20.03,2025-06-26,paypal,INV-00026392
PAY-00059910,226.53,2024-11-28,card,INV-00048238
PAY-00059911,48.59,2025-05-31,card,INV-00045637
PAY-00059912,22.26,2023-05-11,card,INV-00049856
PAY-00059913,77.27,2023-10-18,card,INV-00020310
PAY-00059914,33.98,2023-05-15,bank_transfer,INV-00024812
PAY-00059915,166.68,2024-01-29,bank_transfer,INV-00040365
PAY-00059916,48.95,2022-05-07,card,INV-00003361
PAY-00059917,42.37,2023-01-02,bank_transfer,INV-00031425
PAY-00059918,88.05,2025-11-21,bank_transfer,INV-00047520
PAY-00059919,14.65,2024-09-17,paypal,INV-00013650
PAY-00059920,32.7,2025-03-09,bank_transfer,INV-00038895
PAY-00059921,16.9,2025-09-24,card,INV-00048201
PAY-00059922,55.69,2025-01-28,bank_transfer,INV-00013233
PAY-00059923,65.15,2024-09-13,cash,INV-00044311
PAY-00059924,20.3,2025-09-29,card,INV-00021668
PAY-00059925,44.52,2025-04-09,card,INV-00044753
PAY-00059926,83.33,2025-08-11,card,INV-00009808
PAY-00059927,52.85,2025-07-19,bank_transfer,INV-00029547
PAY-00059928,37.1,2023-07-01,bank_transfer,INV-00040192
PAY-00059929,38.59,2025-11-15,bank_transfer,INV-00029445
PAY-00059930,14.31,2025-06-18,card,INV-00031849
PAY-00059931,20.1,2025-08-06,paypal,INV-00017774
PAY-00059932,43.04,2023-09-12,card,INV-00004581
PAY-00059933,26.34,2023-01-05,card,INV-00027781
PAY-00059934,13.71,2023-01-09,card,INV-00015486
PAY-00059935,46.02,2024-04-20,card,INV-00008213
PAY-00059936,168.86,2024-07-04,card,INV-00029629
PAY-00059937,130.02,2026-01-05,card,INV-00024144
PAY-00059938,137.73,2023-12-07,bank_transfer,INV-00015606
PAY-00059939,21.55,2025-08-12,bank_transfer,INV-00007096
PAY-00059940,33.22,2025-03-15,bank_transfer,INV-00038416
PAY-00059941,105.54,2024-08-18,bank_transfer,INV-00040276
PAY-00059942,66.4,2024-02-17,bank_transfer,INV-00025747
PAY-00059943,41.63,2022-08-06,card,INV-00036842
PAY-00059944,121.17,2026-01-25,bank_transfer,INV-00036716
PAY-00059945,11.13,2023-11-12,card,INV-00011965
PAY-00059946,185.7,2025-09-25,card,INV-00010616
PAY-00059947,15.01,2025-08-12,cash,INV-00005224
PAY-00059948,129.24,2024-09-06,card,INV-00027859
PAY-00059949,166.77,2023-06-10,card,INV-00037974
PAY-00059950,12.14,2024-09-14,card,INV-00044842
PAY-00059951,151.38,2024-02-29,card,INV-00028150
PAY-00059952,83.09,2025-07-19,card,INV-00016721
PAY-00059953,373.26,2025-10-24,card,INV-00042259
PAY-00059954,72.15,2025-03-16,card,INV-00026148
PAY-00059955,78.69,2023-08-08,card,INV-00023304
PAY-00059956,56.34,2023-05-25,paypal,INV-00045037
PAY-00059957,24.23,2022-07-11,bank_transfer,INV-00045775
PAY-00059958,41.02,2024-11-17,card,INV-00017018
PAY-00059959,17.18,2022-05-09,card,INV-00035706
PAY-00059960,104.72,2025-08-18,card,INV-00028657
PAY-00059961,35.3,2022-08-14,card,INV-00016830
PAY-00059962,79.23,2022-07-01,card,INV-00018209
PAY-00059963,68.76,2023-10-15,bank_transfer,INV-00047460
PAY-00059964,36.07,2022-12-18,card,INV-00014106
PAY-00059965,32.66,2025-04-16,paypal,INV-00012309
PAY-00059966,341.49,2024-02-20,bank_transfer,INV-00007467
PAY-00059967,92.94,2025-04-15,paypal,INV-00039764
PAY-00059968,115.26,2022-07-25,bank_transfer,INV-00044327
PAY-00059969,97.87,2025-03-12,bank_transfer,INV-00014398
PAY-00059970,221.83,2022-07-11,bank_transfer,INV-00041887
PAY-00059971,81.3,2022-08-11,bank_transfer,INV-00028368
PAY-00059972,27.84,2025-12-29,bank_transfer,INV-00019020
PAY-00059973,96.52,2025-10-08,bank_transfer,INV-00047836
PAY-00059974,77.09,2022-05-19,bank_transfer,INV-00041681
PAY-00059975,139.45,2024-02-08,card,INV-00028455
PAY-00059976,77.81,2025-05-24,card,INV-00043989
PAY-00059977,89.4,2023-12-31,bank_transfer,INV-00010937
PAY-00059978,44.16,2023-04-29,bank_transfer,INV-00035113
PAY-00059979,229.61,2022-02-22,card,INV-00013492
PAY-00059980,79.7,2024-06-03,cash,INV-00021872
PAY-00059981,27.56,2024-02-09,bank_transfer,INV-00005310
PAY-00059982,138.9,2022-12-03,bank_transfer,INV-00044974
PAY-00059983,222.19,2023-05-15,bank_transfer,INV-00014750
PAY-00059984,34.73,2022-11-04,bank_transfer,INV-00034022
PAY-00059985,53.49,2022-11-19,card,INV-00004054
PAY-00059986,130.54,2022-09-14,bank_transfer,INV-00002410
PAY-00059987,16.62,2025-02-28,paypal,INV-00012031
PAY-00059988,51.32,2022-04-17,bank_transfer,INV-00011362
PAY-00059989,116.51,2025-11-09,card,INV-00006952
PAY-00059990,62.44,2023-11-12,bank_transfer,INV-00022753
PAY-00059991,56.43,2025-09-14,card,INV-00039006
PAY-00059992,6.7,2023-10-27,card,INV-00020569
PAY-00059993,76.51,2024-10-15,bank_transfer,INV-00009785
PAY-00059994,44.02,2025-11-18,bank_transfer,INV-00041720
PAY-00059995,67.57,2024-06-02,card,INV-00015479
PAY-00059996,17.08,2023-06-11,card,INV-00019864
PAY-00059997,15.03,2025-09-14,bank_transfer,INV-00018625
PAY-00059998,8.02,2022-11-22,bank_transfer,INV-00032660
PAY-00059999,12.0,2023-10-12,bank_transfer,INV-00018016
PAY-00060000,6.12,2024-06-18,card,INV-00040170
PAY-00060001,40.1,2023-08-22,paypal,INV-00042025
PAY-00060002,67.09,2022-07-08,bank_transfer,INV-00037367
PAY-00060003,62.25,2025-11-30,paypal,INV-00011627
PAY-00060004,20.41,2023-04-23,card,INV-00039346
PAY-00060005,111.11,2023-06-27,card,INV-00036551
PAY-00060006,10.67,2022-10-10,card,INV-00011266
PAY-00060007,35.41,2025-12-03,bank_transfer,INV-00049824
PAY-00060008,15.24,2025-03-03,card,INV-00012020
PAY-00060009,44.55,2023-03-04,bank_transfer,INV-00015489
PAY-00060010,26.46,2025-10-29,bank_transfer,INV-00009802
PAY-00060011,27.65,2022-03-21,card,INV-00041911
PAY-00060012,58.98,2024-11-05,card,INV-00029361
PAY-00060013,18.4,2024-08-19,bank_transfer,INV-00030467
PAY-00060014,112.29,2024-09-26,card,INV-00000755
PAY-00060015,201.18,2023-09-06,cash,INV-00005619
PAY-00060016,424.47,2025-07-08,card,INV-00009581
PAY-00060017,39.73,2025-06-08,card,INV-00040359
PAY-00060018,80.83,2024-12-31,bank_transfer,INV-00036048
PAY-00060019,8.66,2025-09-24,bank_transfer,INV-00020394
PAY-00060020,3.03,2022-02-02,bank_transfer,INV-00024941
PAY-00060021,152.63,2022-08-18,card,INV-00013963
PAY-00060022,13.16,2025-05-05,card,INV-00018257
PAY-00060023,25.71,2023-03-04,card,INV-00030270
PAY-00060024,71.75,2023-05-03,bank_transfer,INV-00036205
PAY-00060025,63.12,2023-03-12,bank_transfer,INV-00009631
PAY-00060026,27.73,2024-10-21,bank_transfer,INV-00029784
PAY-00060027,29.9,2025-02-15,bank_transfer,INV-00041220
PAY-00060028,13.01,2023-07-11,bank_transfer,INV-00019531
PAY-00060029,28.65,2024-07-12,paypal,INV-00027996
PAY-00060030,31.2,2022-11-17,card,INV-00018252
PAY-00060031,17.64,2025-04-03,card,INV-00016321
PAY-00060032,38.17,2024-10-28,card,INV-00049197
PAY-00060033,88.34,2023-08-13,card,INV-00011137
PAY-00060034,6.95,2025-11-13,cash,INV-00012199
PAY-00060035,28.36,2023-06-02,bank_transfer,INV-00033151
PAY-00060036,34.91,2025-01-05,card,INV-00031122
PAY-00060037,43.67,2022-08-12,card,INV-00027101
PAY-00060038,24.24,2024-08-30,bank_transfer,INV-00007749
PAY-00060039,14.13,2024-09-11,bank_transfer,INV-00009615
PAY-00060040,23.11,2025-01-17,card,INV-00006949
PAY-00060041,32.34,2022-11-05,paypal,INV-00031602
PAY-00060042,80.81,2022-03-25,card,INV-00026347
PAY-00060043,40.55,2026-02-02,card,INV-00009761
PAY-00060044,46.1,2023-06-07,card,INV-00004975
PAY-00060045,23.22,2025-07-24,bank_transfer,INV-00017654
PAY-00060046,49.07,2022-04-05,card,INV-00033437
PAY-00060047,32.98,2022-10-08,card,INV-00013780
PAY-00060048,41.6,2023-09-01,bank_transfer,INV-00010112
PAY-00060049,31.63,2022-10-11,card,INV-00037701
PAY-00060050,61.81,2024-12-08,card,INV-00010899
PAY-00060051,82.98,2023-12-02,paypal,INV-00025588
PAY-00060052,33.08,2023-07-11,card,INV-00003708
PAY-00060053,111.58,2025-07-30,card,INV-00029727
PAY-00060054,225.9,2024-04-17,bank_transfer,INV-00029553
PAY-00060055,48.52,2022-10-13,card,INV-00001447
PAY-00060056,10.55,2023-05-31,card,INV-00037793
PAY-00060057,48.48,2025-08-14,cash,INV-00041218
PAY-00060058,382.77,2025-10-06,card,INV-00018229
PAY-00060059,105.21,2024-12-08,card,INV-00026513
PAY-00060060,252.08,2023-12-13,card,INV-00034159
PAY-00060061,11.41,2022-05-05,card,INV-00041655
PAY-00060062,3.26,2022-03-05,card,INV-00043478
PAY-00060063,42.32,2023-08-14,cash,INV-00010591
PAY-00060064,257.37,2023-12-10,card,INV-00001031
PAY-00060065,112.82,2024-11-25,paypal,INV-00031301
PAY-00060066,52.23,2023-03-19,card,INV-00015811
PAY-00060067,29.96,2025-05-16,bank_transfer,INV-00017427
PAY-00060068,19.46,2024-01-09,bank_transfer,INV-00007432
PAY-00060069,64.81,2022-08-22,bank_transfer,INV-00048890
PAY-00060070,32.51,2024-08-03,card,INV-00004061
PAY-00060071,118.04,2023-03-22,card,INV-00019583
PAY-00060072,67.44,2023-12-05,bank_transfer,INV-00025795
PAY-00060073,7.1,2025-09-22,bank_transfer,INV-00024993
PAY-00060074,81.41,2022-09-11,card,INV-00041159
PAY-00060075,35.39,2022-02-25,bank_transfer,INV-00002275
PAY-00060076,36.69,2022-11-08,bank_transfer,INV-00039037
PAY-00060077,58.97,2026-01-29,card,INV-00002699
PAY-00060078,207.26,2023-06-02,card,INV-00029884
PAY-00060079,36.42,2022-11-09,card,INV-00015966
PAY-00060080,6.25,2023-10-24,card,INV-00012926
PAY-00060081,124.3,2022-01-23,card,INV-00033181
PAY-00060082,7.24,2022-09-22,card,INV-00035607
PAY-00060083,20.27,2025-04-19,bank_transfer,INV-00006413
PAY-00060084,86.25,2023-05-22,bank_transfer,INV-00024362
PAY-00060085,102.85,2024-09-30,card,INV-00011662
PAY-00060086,74.28,2024-02-01,bank_transfer,INV-00032898
PAY-00060087,172.76,2022-04-18,bank_transfer,INV-00031352
PAY-00060088,110.48,2024-05-28,bank_transfer,INV-00005999
PAY-00060089,470.19,2024-09-15,bank_transfer,INV-00016423
PAY-00060090,13.68,2024-11-04,card,INV-00027332
PAY-00060091,55.62,2022-11-17,card,INV-00010916
PAY-00060092,261.81,2023-03-20,paypal,INV-00015054
PAY-00060093,99.27,2022-12-09,bank_transfer,INV-00035033
PAY-00060094,17.28,2024-04-10,cash,INV-00006937
PAY-00060095,42.31,2022-10-09,card,INV-00027400
PAY-00060096,120.74,2024-09-29,card,INV-00023308
PAY-00060097,36.64,2025-05-31,bank_transfer,INV-00036106
PAY-00060098,143.78,2024-03-05,card,INV-00001418
PAY-00060099,99.89,2022-04-21,card,INV-00017734
PAY-00060100,81.73,2025-01-12,card,INV-00045257
PAY-00060101,8.81,2022-05-04,card,INV-00035831
PAY-00060102,26.32,2023-03-07,bank_transfer,INV-00033146
PAY-00060103,91.74,2022-07-18,card,INV-00031908
PAY-00060104,10.39,2024-10-09,paypal,INV-00032101
PAY-00060105,240.06,2025-09-17,card,INV-00016989
PAY-00060106,188.3,2024-12-18,bank_transfer,INV-00035716
PAY-00060107,174.14,2024-07-17,card,INV-00023672
PAY-00060108,167.98,2024-11-02,cash,INV-00024194
PAY-00060109,12.83,2025-09-12,bank_transfer,INV-00000688
PAY-00060110,6.61,2023-12-10,card,INV-00019121
