activity_id,type,subject,occurred_at,contact_id,opportunity_id
ACT-00017599,call,Activity 00017599,2023-06-05 08:42:20,,OPP-0001339
ACT-00017600,meeting,Activity 00017600,2023-09-12 00:22:58,CON-0005009,OPP-0000439
ACT-00017601,call,Activity 00017601,2024-01-31 19:22:39,CON-0005478,
ACT-00017602,email,Activity 00017602,2024-10-31 20:51:37,CON-0001381,OPP-0000377
ACT-00017603,call,Activity 00017603,2023-11-26 09:59:41,CON-0012064,OPP-0002853
ACT-00017604,note,Activity 00017604,2025-02-24 10:58:06,,OPP-0002276
ACT-00017605,meeting,Activity 00017605,2023-05-11 16:35:16,CON-0002513,
ACT-00017606,email,Activity 00017606,2023-01-23 20:55:35,CON-0008571,
ACT-00017607,email,Activity 00017607,2024-01-10 11:17:26,CON-0012338,OPP-0002251
ACT-00017608,email,Activity 00017608,2024-05-15 20:35:19,,
ACT-00017609,email,Activity 00017609,2023-04-23 19:46:04,,OPP-0001670
ACT-00017610,email,Activity 00017610,2024-07-14 11:13:46,CON-0000999,OPP-0001116
ACT-00017611,note,Activity 00017611,2024-10-09 02:50:35,CON-0008694,
ACT-00017612,call,Activity 00017612,2024-03-11 09:06:27,CON-0001932,OPP-0001645
ACT-00017613,email,Activity 00017613,2024-02-12 19:10:56,CON-0010721,
ACT-00017614,note,Activity 00017614,2025-02-05 01:28:44,,
ACT-00017615,meeting,Activity 00017615,2025-11-18 14:09:20,,
ACT-00017616,meeting,Activity 00017616,2023-09-18 02:56:15,CON-0004199,OPP-0001473
ACT-00017617,meeting,Activity 00017617,2023-01-04 21:43:57,CON-0002166,
ACT-00017618,email,Activity 00017618,2023-01-21 17:18:47,CON-0004317,OPP-0000482
ACT-00017619,call,Activity 00017619,2025-08-11 06:24:41,,
ACT-00017620,email,Activity 00017620,2025-01-01 23:59:57,CON-0012877,
ACT-00017621,call,Activity 00017621,2025-04-06 06:05:02,CON-0004728,
ACT-00017622,call,Activity 00017622,2023-06-08 11:38:08,,OPP-0001156
ACT-00017623,meeting,Activity 00017623,2024-09-22 09:02:31,CON-0001984,
ACT-00017624,email,Activity 00017624,2025-08-30 20:11:11,CON-0008587,OPP-0001121
ACT-00017625,note,Activity 00017625,2025-03-21 09:12:03,,OPP-0002136
ACT-00017626,call,Activity 00017626,2024-06-21 14:12:11,CON-0014582,OPP-0001500
ACT-00017627,email,Activity 00017627,2024-07-02 00:54:36,CON-0003462,
ACT-00017628,call,Activity 00017628,2025-06-26 16:47:58,,
ACT-00017629,call,Activity 00017629,2025-08-05 11:16:56,,OPP-0001273
ACT-00017630,email,Activity 00017630,2023-05-28 07:55:11,CON-0003844,OPP-0001341
ACT-00017631,email,Activity 00017631,2024-06-29 03:19:49,CON-0005152,
ACT-00017632,call,Activity 00017632,2025-02-14 06:28:01,CON-0002680,
ACT-00017633,call,Activity 00017633,2024-07-26 04:51:35,,
ACT-00017634,call,Activity 00017634,2024-06-26 16:24:54,,OPP-0000295
ACT-00017635,call,Activity 00017635,2025-01-12 21:50:59,CON-0014298,
ACT-00017636,email,Activity 00017636,2024-01-24 04:56:36,CON-0002396,OPP-0002756
ACT-00017637,email,Activity 00017637,2024-05-07 15:03:11,,
ACT-00017638,email,Activity 00017638,2023-03-13 00:28:20,CON-0005494,OPP-0000911
ACT-00017639,call,Activity 00017639,2025-09-13 18:48:26,CON-0012819,
ACT-00017640,email,Activity 00017640,2025-05-11 16:11:04,,OPP-0000364
ACT-00017641,call,Activity 00017641,2025-03-13 21:08:03,CON-0006528,
ACT-00017642,email,Activity 00017642,2024-06-14 22:27:22,CON-0007434,OPP-0000268
ACT-00017643,email,Activity 00017643,2024-10-20 22:22:24,,
ACT-00017644,meeting,Activity 00017644,2025-09-18 07:55:14,CON-0013980,
ACT-00017645,note,Activity 00017645,2025-12-15 18:42:35,,
ACT-00017646,call,Activity 00017646,2025-06-01 09:03:10,,OPP-0001943
ACT-00017647,call,Activity 00017647,2024-09-03 00:08:17,CON-0005281,
ACT-00017648,call,Activity 00017648,2023-12-14 01:26:16,CON-0013352,
ACT-00017649,email,Activity 00017649,2023-07-16 22:21:38,,
ACT-00017650,email,Activity 00017650,2023-12-17 23:53:42,CON-0002527,
ACT-00017651,meeting,Activity 00017651,2024-11-05 23:39:09,,
ACT-00017652,meeting,Activity 00017652,2024-04-04 05:50:29,CON-0012416,OPP-0002778
ACT-00017653,call,Activity 00017653,2023-10-23 18:50:32,CON-0008607,OPP-0002809
ACT-00017654,note,Activity 00017654,2023-05-14 21:26:18,CON-0007896,OPP-0002736
ACT-00017655,call,Activity 00017655,2024-02-16 17:27:21,CON-0009663,OPP-0002605
ACT-00017656,email,Activity 00017656,2025-01-26 08:11:40,CON-0001923,
ACT-00017657,email,Activity 00017657,2024-12-07 04:53:34,,OPP-0000476
ACT-00017658,call,Activity 00017658,2023-06-02 02:49:44,,OPP-0002752
ACT-00017659,meeting,Activity 00017659,2025-02-04 10:04:02,,
ACT-00017660,call,Activity 00017660,2024-06-21 01:46:36,CON-0008968,OPP-0001707
ACT-00017661,call,Activity 00017661,2025-11-20 00:05:59,CON-0001439,OPP-0002609
ACT-00017662,call,Activity 00017662,2024-12-02 18:47:30,,
ACT-00017663,email,Activity 00017663,2025-11-05 04:48:15,CON-0003120,OPP-0000819
ACT-00017664,email,Activity 00017664,2025-07-06 04:15:49,CON-0005229,
ACT-00017665,email,Activity 00017665,2023-03-19 11:13:28,,
ACT-00017666,email,Activity 00017666,2023-03-26 15:47:30,CON-0004416,OPP-0002997
ACT-00017667,email,Activity 00017667,2023-09-15 21:10:30,CON-0011584,OPP-0000112
ACT-00017668,note,Activity 00017668,2025-02-11 08:20:53,,
ACT-00017669,meeting,Activity 00017669,2023-07-05 03:58:09,,OPP-0001795
ACT-00017670,note,Activity 00017670,2023-02-26 17:28:38,CON-0011745,
ACT-00017671,meeting,Activity 00017671,2023-01-19 03:09:53,CON-0010507,
ACT-00017672,meeting,Activity 00017672,2024-07-26 01:18:27,,OPP-0000295
ACT-00017673,call,Activity 00017673,2024-12-26 18:15:19,,
ACT-00017674,note,Activity 00017674,2023-09-06 18:07:34,CON-0008602,
ACT-00017675,call,Activity 00017675,2023-08-06 10:49:21,,OPP-0001594
ACT-00017676,call,Activity 00017676,2023-11-30 17:51:20,,OPP-0002229
ACT-00017677,note,Activity 00017677,2025-06-06 13:50:47,CON-0009179,
ACT-00017678,email,Activity 00017678,2025-01-24 02:03:23,CON-0002952,
ACT-00017679,email,Activity 00017679,2025-10-14 12:21:17,CON-0003173,
ACT-00017680,meeting,Activity 00017680,2024-12-28 18:30:49,CON-0009714,
ACT-00017681,email,Activity 00017681,2023-06-09 14:13:33,CON-0004447,OPP-0002509
ACT-00017682,call,Activity 00017682,2025-01-26 20:25:00,,
ACT-00017683,email,Activity 00017683,2024-08-03 00:06:20,CON-0008823,
ACT-00017684,email,Activity 00017684,2023-01-16 14:35:36,CON-0013537,
ACT-00017685,meeting,Activity 00017685,2024-04-19 17:42:22,CON-0013421,OPP-0001626
ACT-00017686,call,Activity 00017686,2024-12-17 08:22:45,CON-0002276,
ACT-00017687,email,Activity 00017687,2025-10-28 01:07:56,,
ACT-00017688,email,Activity 00017688,2023-01-10 06:49:00,CON-0006866,
ACT-00017689,call,Activity 00017689,2023-08-16 15:42:45,CON-0013422,
ACT-00017690,note,Activity 00017690,2024-05-09 13:46:52,CON-0006466,
ACT-00017691,email,Activity 00017691,2024-06-02 14:17:51,CON-0000673,
ACT-00017692,email,Activity 00017692,2023-12-10 19:51:26,CON-0005963,OPP-0000357
ACT-00017693,email,Activity 00017693,2024-08-19 18:43:49,CON-0012353,OPP-0000089
ACT-00017694,email,Activity 00017694,2024-01-15 14:31:19,CON-0007222,
ACT-00017695,email,Activity 00017695,2024-05-17 16:27:43,,OPP-0001999
ACT-00017696,call,Activity 00017696,2024-01-25 16:48:49,CON-0002979,OPP-0000319
ACT-00017697,call,Activity 00017697,2025-03-12 21:30:55,CON-0000082,OPP-0000019
ACT-00017698,call,Activity 00017698,2023-11-09 06:38:53,CON-0002860,OPP-0000750
ACT-00017699,call,Activity 00017699,2025-01-04 06:49:20,CON-0010190,
ACT-00017700,email,Activity 00017700,2024-02-11 10:43:28,CON-0000762,
ACT-00017701,demo,Activity 00017701,2025-01-13 23:40:31,CON-0003763,
ACT-00017702,email,Activity 00017702,2024-03-05 06:57:12,CON-0003653,OPP-0000094
ACT-00017703,email,Activity 00017703,2024-10-06 17:49:27,CON-0003856,OPP-0001520
ACT-00017704,email,Activity 00017704,2024-01-01 10:44:49,CON-0003523,OPP-0000832
ACT-00017705,call,Activity 00017705,2023-09-30 17:59:26,CON-0000063,OPP-0001238
ACT-00017706,note,Activity 00017706,2023-08-28 17:42:15,CON-0008844,OPP-0000116
ACT-00017707,email,Activity 00017707,2023-07-27 08:10:05,CON-0004069,
ACT-00017708,email,Activity 00017708,2025-08-04 02:18:04,CON-0011431,
ACT-00017709,email,Activity 00017709,2023-08-08 08:32:04,,
ACT-00017710,call,Activity 00017710,2024-09-27 22:31:41,CON-0014377,
ACT-00017711,note,Activity 00017711,2024-01-05 01:46:01,CON-0007347,OPP-0002865
ACT-00017712,call,Activity 00017712,2024-10-13 12:31:28,CON-0004391,
ACT-00017713,call,Activity 00017713,2024-02-06 01:27:45,CON-0009370,
ACT-00017714,meeting,Activity 00017714,2024-04-01 10:25:08,CON-0013725,OPP-0002980
ACT-00017715,email,Activity 00017715,2024-10-08 02:44:27,CON-0007374,
ACT-00017716,email,Activity 00017716,2023-07-25 13:45:34,,OPP-0001405
ACT-00017717,call,Activity 00017717,2023-03-04 07:12:04,,
ACT-00017718,email,Activity 00017718,2023-10-18 08:09:38,CON-0001687,
ACT-00017719,call,Activity 00017719,2024-09-04 06:22:37,,OPP-0002146
ACT-00017720,note,Activity 00017720,2024-09-26 09:48:06,CON-0013743,OPP-0002608
ACT-00017721,call,Activity 00017721,2023-04-24 04:30:50,CON-0013551,
ACT-00017722,call,Activity 00017722,2024-09-19 06:59:18,,OPP-0000978
ACT-00017723,call,Activity 00017723,2025-10-07 09:15:25,CON-0013375,
ACT-00017724,email,Activity 00017724,2025-04-24 20:52:25,,OPP-0001241
ACT-00017725,demo,Activity 00017725,2025-09-09 10:22:36,CON-0002410,OPP-0000440
ACT-00017726,email,Activity 00017726,2023-05-27 17:01:48,CON-0007948,OPP-0000119
ACT-00017727,call,Activity 00017727,2024-06-26 05:00:13,CON-0009092,OPP-0000494
ACT-00017728,call,Activity 00017728,2023-05-02 13:31:20,CON-0004683,OPP-0002146
ACT-00017729,meeting,Activity 00017729,2024-07-28 22:38:42,,
ACT-00017730,email,Activity 00017730,2025-02-25 01:37:59,CON-0005595,OPP-0001885
ACT-00017731,demo,Activity 00017731,2025-05-16 22:36:55,,OPP-0002847
ACT-00017732,call,Activity 00017732,2023-04-12 10:32:15,CON-0005977,OPP-0000161
ACT-00017733,note,Activity 00017733,2025-06-14 15:01:32,CON-0005694,OPP-0000248
ACT-00017734,demo,Activity 00017734,2025-02-06 15:33:41,,OPP-0000910
ACT-00017735,note,Activity 00017735,2024-12-24 07:08:10,CON-0001725,
ACT-00017736,call,Activity 00017736,2024-03-23 20:23:27,CON-0002875,
ACT-00017737,demo,Activity 00017737,2023-04-11 05:25:55,CON-0000369,
ACT-00017738,demo,Activity 00017738,2024-11-19 05:53:03,CON-0007184,OPP-0000357
ACT-00017739,email,Activity 00017739,2025-11-25 20:51:37,CON-0001662,OPP-0001162
ACT-00017740,email,Activity 00017740,2025-09-09 08:45:30,,
ACT-00017741,call,Activity 00017741,2024-10-09 02:45:20,,OPP-0002219
ACT-00017742,email,Activity 00017742,2023-05-08 16:13:24,,
ACT-00017743,call,Activity 00017743,2023-04-19 07:34:23,CON-0011494,OPP-0001864
ACT-00017744,email,Activity 00017744,2023-03-31 19:59:16,CON-0007060,OPP-0000582
ACT-00017745,demo,Activity 00017745,2024-06-06 11:14:30,CON-0003307,
ACT-00017746,meeting,Activity 00017746,2024-07-15 12:35:53,CON-0002600,
ACT-00017747,email,Activity 00017747,2025-02-06 23:09:54,CON-0006649,
ACT-00017748,call,Activity 00017748,2023-05-27 23:11:55,CON-0007522,OPP-0001551
ACT-00017749,email,Activity 00017749,2023-11-22 00:29:34,CON-0006410,OPP-0002844
ACT-00017750,meeting,Activity 00017750,2023-12-10 18:20:31,CON-0007523,OPP-0002190
ACT-00017751,email,Activity 00017751,2025-01-13 03:31:45,CON-0010988,
ACT-00017752,demo,Activity 00017752,2023-09-08 01:49:31,CON-0009159,
ACT-00017753,demo,Activity 00017753,2024-08-24 16:19:46,CON-0007332,
ACT-00017754,email,Activity 00017754,2023-08-26 09:05:39,,OPP-0002108
ACT-00017755,note,Activity 00017755,2025-08-29 21:15:32,CON-0011149,OPP-0001325
ACT-00017756,note,Activity 00017756,2025-01-09 23:18:57,,
ACT-00017757,call,Activity 00017757,2024-04-21 23:33:40,CON-0001507,OPP-0000472
ACT-00017758,email,Activity 00017758,2024-03-18 08:50:14,CON-0009238,
ACT-00017759,email,Activity 00017759,2023-01-20 10:05:00,CON-0000333,
ACT-00017760,email,Activity 00017760,2024-02-16 13:29:46,CON-0004761,OPP-0002480
ACT-00017761,email,Activity 00017761,2025-03-01 13:50:03,CON-0006556,OPP-0000885
ACT-00017762,demo,Activity 00017762,2024-01-31 01:26:33,CON-0004913,OPP-0002814
ACT-00017763,meeting,Activity 00017763,2025-01-20 05:25:51,CON-0006904,
ACT-00017764,email,Activity 00017764,2023-02-11 00:33:31,CON-0008673,OPP-0002325
ACT-00017765,email,Activity 00017765,2025-06-21 22:33:19,CON-0009989,OPP-0001750
ACT-00017766,meeting,Activity 00017766,2025-10-03 10:45:04,,
ACT-00017767,meeting,Activity 00017767,2024-08-20 00:09:17,CON-0007517,
ACT-00017768,demo,Activity 00017768,2024-08-04 06:58:24,,OPP-0000065
ACT-00017769,email,Activity 00017769,2025-08-21 15:38:01,CON-0007994,
ACT-00017770,email,Activity 00017770,2025-08-25 11:10:03,CON-0013963,OPP-0000383
ACT-00017771,demo,Activity 00017771,2025-07-24 22:26:08,CON-0002602,
ACT-00017772,meeting,Activity 00017772,2024-02-15 18:10:21,CON-0009847,OPP-0002690
ACT-00017773,note,Activity 00017773,2024-05-09 06:32:28,CON-0005932,
ACT-00017774,call,Activity 00017774,2023-03-01 06:37:39,CON-0013919,
ACT-00017775,note,Activity 00017775,2023-10-13 01:55:47,CON-0004359,
ACT-00017776,meeting,Activity 00017776,2025-01-20 04:34:34,CON-0002922,OPP-0002376
ACT-00017777,demo,Activity 00017777,2024-09-10 05:22:25,,OPP-0002083
ACT-00017778,email,Activity 00017778,2025-03-08 10:43:48,,OPP-0001228
ACT-00017779,meeting,Activity 00017779,2025-12-07 22:52:37,CON-0014095,
ACT-00017780,email,Activity 00017780,2025-12-04 06:10:32,CON-0005697,
ACT-00017781,call,Activity 00017781,2023-05-19 22:00:27,CON-0006418,OPP-0002215
ACT-00017782,email,Activity 00017782,2025-04-28 18:06:23,,OPP-0001820
ACT-00017783,meeting,Activity 00017783,2025-01-26 22:05:21,CON-0001242,
ACT-00017784,note,Activity 00017784,2023-10-07 09:39:15,CON-0007852,
ACT-00017785,call,Activity 00017785,2025-03-29 20:59:20,,OPP-0000272
ACT-00017786,note,Activity 00017786,2024-04-28 10:45:53,CON-0003483,
ACT-00017787,email,Activity 00017787,2023-06-08 17:14:02,CON-0007977,OPP-0001351
ACT-00017788,email,Activity 00017788,2025-07-29 18:41:23,CON-0012221,OPP-0002335
ACT-00017789,note,Activity 00017789,2025-07-05 01:11:56,,
ACT-00017790,demo,Activity 00017790,2024-06-03 04:28:40,CON-0002319,OPP-0000419
ACT-00017791,note,Activity 00017791,2023-12-31 07:13:58,CON-0010617,OPP-0001725
ACT-00017792,demo,Activity 00017792,2025-10-15 01:10:06,,
ACT-00017793,call,Activity 00017793,2024-09-03 17:03:15,CON-0005543,
ACT-00017794,demo,Activity 00017794,2025-06-25 22:26:49,CON-0005491,
ACT-00017795,meeting,Activity 00017795,2024-07-21 14:22:48,CON-0012623,
ACT-00017796,email,Activity 00017796,2025-05-06 00:19:38,CON-0005814,
ACT-00017797,email,Activity 00017797,2023-07-30 13:09:28,,
ACT-00017798,demo,Activity 00017798,2025-03-23 05:47:52,CON-0002439,
ACT-00017799,email,Activity 00017799,2024-06-30 15:50:52,CON-0013460,OPP-0001763
ACT-00017800,email,Activity 00017800,2025-12-10 00:11:28,CON-0007820,OPP-0002418
ACT-00017801,demo,Activity 00017801,2025-09-24 03:06:19,,OPP-0000479
ACT-00017802,call,Activity 00017802,2023-03-18 07:02:27,CON-0000407,
ACT-00017803,email,Activity 00017803,2025-10-11 20:53:38,,
ACT-00017804,email,Activity 00017804,2024-06-29 22:10:20,,
ACT-00017805,call,Activity 00017805,2023-12-03 12:35:05,,
ACT-00017806,email,Activity 00017806,2024-10-17 02:42:44,,
ACT-00017807,email,Activity 00017807,2024-02-14 20:37:16,CON-0002405,OPP-0002263
ACT-00017808,email,Activity 00017808,2025-05-17 23:15:01,CON-0010215,OPP-0000250
ACT-00017809,call,Activity 00017809,2025-12-23 09:53:24,CON-0001425,
ACT-00017810,email,Activity 00017810,2023-02-24 22:06:14,CON-0002102,OPP-0002696
ACT-00017811,demo,Activity 00017811,2025-05-10 11:51:02,CON-0008819,OPP-0001402
ACT-00017812,call,Activity 00017812,2024-03-19 07:23:22,CON-0004804,OPP-0000631
ACT-00017813,email,Activity 00017813,2023-03-16 16:22:15,CON-0001336,
ACT-00017814,email,Activity 00017814,2023-06-20 13:27:24,CON-0011976,OPP-0001420
ACT-00017815,email,Activity 00017815,2024-04-19 22:12:48,CON-0006949,
ACT-00017816,call,Activity 00017816,2023-07-22 21:14:59,,OPP-0001531
ACT-00017817,call,Activity 00017817,2023-09-06 09:58:49,CON-0009910,OPP-0001601
ACT-00017818,call,Activity 00017818,2025-09-26 04:39:21,CON-0008404,
ACT-00017819,meeting,Activity 00017819,2025-06-27 14:52:45,,OPP-0000817
ACT-00017820,call,Activity 00017820,2025-08-04 13:59:49,CON-0001026,
ACT-00017821,demo,Activity 00017821,2025-11-20 10:34:10,CON-0003739,OPP-0000996
ACT-00017822,call,Activity 00017822,2023-09-25 18:23:52,CON-0004774,
ACT-00017823,demo,Activity 00017823,2024-04-20 04:01:28,CON-0013662,
ACT-00017824,note,Activity 00017824,2024-10-23 13:22:41,,
ACT-00017825,call,Activity 00017825,2023-12-17 17:58:54,CON-0005579,OPP-0002985
ACT-00017826,meeting,Activity 00017826,2024-05-22 18:02:13,CON-0013866,OPP-0000902
ACT-00017827,call,Activity 00017827,2023-03-21 03:50:14,CON-0005070,
ACT-00017828,call,Activity 00017828,2024-12-21 22:59:18,CON-0012629,OPP-0000011
ACT-00017829,call,Activity 00017829,2025-02-11 20:32:01,CON-0013656,
ACT-00017830,email,Activity 00017830,2024-01-30 19:55:37,,
ACT-00017831,email,Activity 00017831,2024-05-24 12:57:59,CON-0013718,
ACT-00017832,call,Activity 00017832,2025-12-15 14:38:02,,
ACT-00017833,email,Activity 00017833,2025-08-11 11:49:53,,
ACT-00017834,meeting,Activity 00017834,2025-12-25 17:27:22,CON-0014162,
ACT-00017835,demo,Activity 00017835,2023-08-13 16:42:52,CON-0006084,OPP-0001257
ACT-00017836,email,Activity 00017836,2025-01-29 09:23:14,CON-0000023,OPP-0002101
ACT-00017837,call,Activity 00017837,2025-03-06 04:05:25,,
ACT-00017838,email,Activity 00017838,2023-05-14 04:54:42,CON-0010845,OPP-0001613
ACT-00017839,meeting,Activity 00017839,2024-10-19 10:58:06,CON-0008971,
ACT-00017840,call,Activity 00017840,2024-06-03 02:41:26,,OPP-0001999
ACT-00017841,call,Activity 00017841,2023-02-04 02:53:06,,OPP-0001525
ACT-00017842,email,Activity 00017842,2025-05-21 23:02:16,,
ACT-00017843,email,Activity 00017843,2023-03-28 20:37:19,CON-0010392,
ACT-00017844,meeting,Activity 00017844,2024-05-24 01:33:10,CON-0001760,
ACT-00017845,call,Activity 00017845,2025-01-17 12:24:42,,
ACT-00017846,email,Activity 00017846,2023-06-12 19:28:43,CON-0001360,OPP-0001519
ACT-00017847,meeting,Activity 00017847,2025-12-07 03:52:13,CON-0009537,
ACT-00017848,meeting,Activity 00017848,2025-04-14 18:56:34,CON-0000705,
ACT-00017849,call,Activity 00017849,2024-02-19 01:10:00,,
ACT-00017850,email,Activity 00017850,2024-01-16 17:15:35,CON-0007272,
ACT-00017851,call,Activity 00017851,2025-11-06 15:59:35,,OPP-0001991
ACT-00017852,call,Activity 00017852,2024-08-08 21:45:07,CON-0008573,
ACT-00017853,meeting,Activity 00017853,2024-01-27 13:31:01,,
ACT-00017854,note,Activity 00017854,2025-07-13 19:51:58,,
ACT-00017855,meeting,Activity 00017855,2025-05-15 11:35:31,,OPP-0000881
ACT-00017856,email,Activity 00017856,2023-09-14 00:10:36,CON-0011353,OPP-0000290
ACT-00017857,call,Activity 00017857,2023-06-06 04:43:05,CON-0001655,OPP-0001696
ACT-00017858,email,Activity 00017858,2023-01-10 17:32:45,CON-0006034,OPP-0001077
ACT-00017859,call,Activity 00017859,2024-08-12 06:56:38,CON-0008577,
ACT-00017860,note,Activity 00017860,2023-11-01 20:53:25,CON-0003026,OPP-0001749
ACT-00017861,note,Activity 00017861,2023-06-13 19:16:09,CON-0013064,
ACT-00017862,email,Activity 00017862,2025-04-05 03:11:25,CON-0012824,
ACT-00017863,meeting,Activity 00017863,2025-08-13 05:10:11,CON-0005941,OPP-0001852
ACT-00017864,email,Activity 00017864,2024-03-13 08:12:35,CON-0010308,OPP-0000071
ACT-00017865,email,Activity 00017865,2023-03-15 15:06:38,CON-0012200,
ACT-00017866,call,Activity 00017866,2025-09-30 05:26:59,,OPP-0001598
ACT-00017867,email,Activity 00017867,2023-10-18 03:15:47,CON-0006231,OPP-0000869
ACT-00017868,call,Activity 00017868,2023-09-03 03:33:42,,
ACT-00017869,email,Activity 00017869,2025-05-09 11:36:56,,OPP-0001638
ACT-00017870,call,Activity 00017870,2024-12-20 17:39:01,,
ACT-00017871,call,Activity 00017871,2025-05-03 14:40:00,CON-0005493,
ACT-00017872,call,Activity 00017872,2023-09-21 17:43:49,CON-0007988,OPP-0002709
ACT-00017873,call,Activity 00017873,2023-06-07 17:53:33,CON-0003689,OPP-0000780
ACT-00017874,email,Activity 00017874,2025-12-19 10:13:50,CON-0013528,
ACT-00017875,call,Activity 00017875,2024-09-17 04:34:44,CON-0009247,OPP-0000626
ACT-00017876,email,Activity 00017876,2025-03-27 14:28:25,CON-0008046,OPP-0000097
ACT-00017877,call,Activity 00017877,2025-11-19 07:08:09,CON-0007643,OPP-0000776
ACT-00017878,note,Activity 00017878,2024-02-21 08:39:39,CON-0006108,OPP-0000074
ACT-00017879,email,Activity 00017879,2024-05-11 09:21:33,,OPP-0000650
ACT-00017880,email,Activity 00017880,2024-08-16 14:04:30,CON-0013324,
ACT-00017881,call,Activity 00017881,2025-01-03 18:01:41,CON-0000042,
ACT-00017882,call,Activity 00017882,2024-07-18 05:27:52,CON-0007672,
ACT-00017883,demo,Activity 00017883,2024-04-08 07:18:41,CON-0008101,
ACT-00017884,demo,Activity 00017884,2023-03-09 12:33:00,CON-0009056,OPP-0002835
ACT-00017885,email,Activity 00017885,2024-12-07 00:48:53,,OPP-0001034
ACT-00017886,meeting,Activity 00017886,2025-04-11 17:18:50,CON-0013312,OPP-0001268
ACT-00017887,meeting,Activity 00017887,2025-04-21 10:26:33,CON-0006467,
ACT-00017888,email,Activity 00017888,2024-01-20 11:48:21,CON-0013226,
ACT-00017889,email,Activity 00017889,2024-10-07 00:35:27,,
ACT-00017890,meeting,Activity 00017890,2024-05-02 04:01:21,CON-0007359,
ACT-00017891,email,Activity 00017891,2024-01-10 16:39:59,CON-0001741,
ACT-00017892,email,Activity 00017892,2023-05-05 04:37:56,CON-0004278,OPP-0000444
ACT-00017893,call,Activity 00017893,2025-08-13 03:41:20,,OPP-0000377
ACT-00017894,call,Activity 00017894,2025-11-21 20:33:32,CON-0013462,OPP-0002986
ACT-00017895,email,Activity 00017895,2023-12-21 09:38:36,,OPP-0000844
ACT-00017896,demo,Activity 00017896,2024-12-02 06:20:56,CON-0007957,
ACT-00017897,call,Activity 00017897,2025-10-09 18:12:24,,OPP-0001767
ACT-00017898,call,Activity 00017898,2024-12-08 13:26:42,CON-0007158,OPP-0000006
ACT-00017899,note,Activity 00017899,2025-11-11 10:46:33,CON-0014579,
ACT-00017900,call,Activity 00017900,2024-08-24 00:15:46,CON-0001822,OPP-0002407
ACT-00017901,call,Activity 00017901,2024-11-24 01:42:56,,
ACT-00017902,email,Activity 00017902,2024-05-25 14:37:15,,
ACT-00017903,email,Activity 00017903,2023-01-10 11:40:37,CON-0010468,OPP-0002141
ACT-00017904,call,Activity 00017904,2024-12-21 13:10:52,CON-0014167,OPP-0001184
ACT-00017905,email,Activity 00017905,2023-11-21 23:05:06,CON-0000812,OPP-0002447
ACT-00017906,note,Activity 00017906,2024-04-21 09:19:26,CON-0012840,OPP-0000467
ACT-00017907,meeting,Activity 00017907,2023-10-27 12:58:59,CON-0003719,OPP-0000690
ACT-00017908,note,Activity 00017908,2024-08-15 08:24:16,,
ACT-00017909,email,Activity 00017909,2024-08-26 09:36:20,,
ACT-00017910,email,Activity 00017910,2025-10-28 18:29:13,,OPP-0002869
ACT-00017911,call,Activity 00017911,2024-08-25 21:55:33,,OPP-0002346
ACT-00017912,demo,Activity 00017912,2023-03-28 03:42:35,,
ACT-00017913,note,Activity 00017913,2024-12-14 00:02:37,CON-0008118,OPP-0000264
ACT-00017914,email,Activity 00017914,2023-12-23 07:54:34,CON-0006911,
ACT-00017915,email,Activity 00017915,2024-01-02 06:04:16,CON-0010610,
ACT-00017916,email,Activity 00017916,2025-08-21 12:17:41,CON-0005889,OPP-0002812
ACT-00017917,email,Activity 00017917,2024-08-15 03:58:08,CON-0010473,OPP-0001045
ACT-00017918,call,Activity 00017918,2023-10-02 03:56:58,CON-0008841,OPP-0001106
ACT-00017919,note,Activity 00017919,2023-04-06 21:07:08,CON-0014411,OPP-0001008
ACT-00017920,email,Activity 00017920,2023-06-02 06:49:28,CON-0003917,
ACT-00017921,call,Activity 00017921,2024-04-23 16:49:51,CON-0007672,
ACT-00017922,email,Activity 00017922,2025-07-29 05:04:56,CON-0004897,
ACT-00017923,demo,Activity 00017923,2024-12-07 12:14:37,,
ACT-00017924,note,Activity 00017924,2024-05-06 03:25:22,CON-0013520,
ACT-00017925,call,Activity 00017925,2023-11-18 05:22:19,CON-0000861,
ACT-00017926,email,Activity 00017926,2024-07-03 11:52:59,CON-0004256,
ACT-00017927,email,Activity 00017927,2024-07-21 04:48:12,CON-0005332,
ACT-00017928,note,Activity 00017928,2023-05-16 08:28:49,CON-0008283,
ACT-00017929,meeting,Activity 00017929,2025-10-20 12:42:40,CON-0008438,
ACT-00017930,call,Activity 00017930,2025-12-23 06:23:18,CON-0004354,
ACT-00017931,email,Activity 00017931,2025-09-24 07:16:02,,OPP-0000869
ACT-00017932,demo,Activity 00017932,2023-02-01 18:14:53,CON-0011906,
ACT-00017933,call,Activity 00017933,2023-11-18 11:05:57,CON-0004678,
ACT-00017934,call,Activity 00017934,2025-08-09 01:59:53,CON-0011340,OPP-0000177
ACT-00017935,email,Activity 00017935,2023-02-13 02:50:38,,OPP-0001065
ACT-00017936,call,Activity 00017936,2024-06-16 01:26:08,CON-0009229,
ACT-00017937,email,Activity 00017937,2023-08-31 09:47:09,CON-0011182,OPP-0000558
ACT-00017938,email,Activity 00017938,2025-09-04 02:09:45,CON-0002656,
ACT-00017939,demo,Activity 00017939,2023-03-02 12:19:48,,
