opportunity_id,contact_id,role
OPP-0000655,CON-0011017,end_user
OPP-0001646,CON-0006176,influencer
OPP-0000865,CON-0000352,end_user
OPP-0000351,CON-0000675,decision_maker
OPP-0000331,CON-0005265,decision_maker
OPP-0000206,CON-0002553,decision_maker
OPP-0002889,CON-0002161,financial
OPP-0001575,CON-0001653,influencer
OPP-0002453,CON-0005452,influencer
OPP-0002875,CON-0002107,influencer
OPP-0000763,CON-0004156,end_user
OPP-0001233,CON-0014757,decision_maker
OPP-0002573,CON-0009940,technical
OPP-0002576,CON-0010508,decision_maker
OPP-0000665,CON-0000126,influencer
OPP-0001686,CON-0008323,technical
OPP-0001219,CON-0004126,decision_maker
OPP-0000410,CON-0001022,technical
OPP-0001654,CON-0011185,end_user
OPP-0000716,CON-0011499,influencer
OPP-0000294,CON-0002845,influencer
OPP-0000635,CON-0014195,financial
OPP-0001083,CON-0013920,technical
OPP-0000174,CON-0012642,end_user
OPP-0000629,CON-0010735,end_user
OPP-0002832,CON-0003187,influencer
OPP-0002595,CON-0014060,decision_maker
OPP-0002889,CON-0009708,financial
OPP-0001523,CON-0008421,decision_maker
OPP-0001791,CON-0001316,technical
OPP-0002463,CON-0006255,decision_maker
OPP-0001833,CON-0007644,influencer
OPP-0002836,CON-0000626,financial
OPP-0002908,CON-0010397,financial
OPP-0001242,CON-0012291,financial
OPP-0000990,CON-0000037,decision_maker
OPP-0000065,CON-0003814,financial
OPP-0000756,CON-0008404,influencer
OPP-0001031,CON-0003155,decision_maker
OPP-0002114,CON-0002969,decision_maker
OPP-0002621,CON-0006330,decision_maker
OPP-0002734,CON-0000579,decision_maker
OPP-0000185,CON-0007330,influencer
OPP-0002436,CON-0009139,financial
OPP-0002689,CON-0005624,decision_maker
OPP-0000711,CON-0008299,end_user
OPP-0002643,CON-0013621,end_user
OPP-0002955,CON-0004662,influencer
OPP-0001340,CON-0005784,end_user
OPP-0002197,CON-0003321,financial
OPP-0002888,CON-0006704,financial
OPP-0001044,CON-0009072,influencer
OPP-0001736,CON-0005637,decision_maker
OPP-0001978,CON-0005057,technical
OPP-0002630,CON-0002936,technical
OPP-0000742,CON-0005653,financial
OPP-0002984,CON-0010638,influencer
OPP-0001627,CON-0000288,influencer
OPP-0000682,CON-0012492,decision_maker
OPP-0001437,CON-0001822,technical
OPP-0001861,CON-0012968,technical
OPP-0001215,CON-0010058,financial
OPP-0000214,CON-0005345,decision_maker
OPP-0000432,CON-0000901,influencer
OPP-0000420,CON-0010763,decision_maker
OPP-0001525,CON-0001813,decision_maker
OPP-0001761,CON-0004819,end_user
OPP-0001958,CON-0011088,influencer
OPP-0000407,CON-0001390,decision_maker
OPP-0001115,CON-0000290,technical
OPP-0001437,CON-0004317,technical
OPP-0000103,CON-0002355,end_user
OPP-0001710,CON-0011438,financial
OPP-0000544,CON-0013937,influencer
OPP-0001318,CON-0013736,technical
OPP-0000438,CON-0005291,technical
OPP-0000065,CON-0001830,influencer
OPP-0000093,CON-0012815,financial
OPP-0001418,CON-0003436,end_user
OPP-0001766,CON-0009937,decision_maker
OPP-0000703,CON-0012834,financial
OPP-0001359,CON-0010905,technical
OPP-0000318,CON-0003694,end_user
OPP-0001191,CON-0013788,technical
OPP-0001225,CON-0007368,financial
OPP-0001968,CON-0010321,influencer
OPP-0000421,CON-0009039,end_user
OPP-0001068,CON-0009514,influencer
OPP-0000305,CON-0004675,influencer
OPP-0001616,CON-0008682,influencer
OPP-0001913,CON-0012622,technical
OPP-0001608,CON-0009596,technical
OPP-0001617,CON-0011284,financial
OPP-0000698,CON-0008349,end_user
OPP-0002672,CON-0010137,decision_maker
OPP-0000419,CON-0013458,technical
OPP-0000117,CON-0008360,end_user
OPP-0001453,CON-0004357,decision_maker
OPP-0000376,CON-0001064,technical
OPP-0000791,CON-0000128,decision_maker
OPP-0002272,CON-0011374,technical
OPP-0000909,CON-0010341,decision_maker
OPP-0001691,CON-0009630,end_user
OPP-0001050,CON-0013645,technical
OPP-0002170,CON-0009377,financial
OPP-0000205,CON-0014746,influencer
OPP-0002014,CON-0006066,decision_maker
OPP-0001110,CON-0013537,influencer
OPP-0001303,CON-0011186,influencer
OPP-0002737,CON-0000358,financial
OPP-0002660,CON-0007745,financial
OPP-0002722,CON-0004624,technical
OPP-0002694,CON-0012117,decision_maker
OPP-0001137,CON-0008380,end_user
OPP-0002925,CON-0012806,financial
OPP-0002183,CON-0012497,end_user
OPP-0001012,CON-0010364,technical
OPP-0001015,CON-0005179,end_user
OPP-0000009,CON-0004744,influencer
OPP-0002596,CON-0013147,end_user
OPP-0000213,CON-0004225,influencer
OPP-0001860,CON-0007673,end_user
OPP-0002323,CON-0003513,influencer
OPP-0000926,CON-0000281,end_user
OPP-0001756,CON-0013862,financial
OPP-0001654,CON-0001098,influencer
OPP-0000237,CON-0012189,technical
OPP-0000361,CON-0002619,end_user
OPP-0000006,CON-0009065,technical
OPP-0000886,CON-0002967,end_user
OPP-0000066,CON-0010855,financial
OPP-0000017,CON-0013127,influencer
OPP-0000590,CON-0013069,financial
OPP-0000033,CON-0007953,financial
OPP-0000672,CON-0014670,financial
OPP-0000493,CON-0014000,financial
OPP-0000829,CON-0001276,decision_maker
OPP-0001043,CON-0007035,financial
OPP-0001002,CON-0005411,end_user
OPP-0002175,CON-0006467,decision_maker
OPP-0002337,CON-0003591,influencer
OPP-0000195,CON-0013849,financial
OPP-0002194,CON-0002567,financial
OPP-0001211,CON-0009694,technical
OPP-0001468,CON-0014722,financial
OPP-0001619,CON-0009433,decision_maker
OPP-0000094,CON-0002114,technical
OPP-0002659,CON-0008539,decision_maker
OPP-0001033,CON-0009848,technical
OPP-0000303,CON-0005855,decision_maker
OPP-0001963,CON-0003298,end_user
OPP-0001852,CON-0003766,decision_maker
OPP-0000849,CON-0004631,end_user
OPP-0000077,CON-0013034,financial
OPP-0002701,CON-0008757,financial
OPP-0002657,CON-0012227,influencer
OPP-0001697,CON-0009021,technical
OPP-0002242,CON-0006888,influencer
OPP-0002774,CON-0006360,technical
OPP-0001963,CON-0001866,end_user
OPP-0001308,CON-0005969,end_user
OPP-0002378,CON-0006842,financial
OPP-0000897,CON-0011484,influencer
OPP-0001354,CON-0008058,technical
OPP-0002933,CON-0001386,decision_maker
OPP-0001313,CON-0001724,financial
OPP-0000839,CON-0009561,technical
OPP-0000731,CON-0010082,end_user
OPP-0000003,CON-0008312,end_user
OPP-0001301,CON-0008316,technical
OPP-0000976,CON-0001924,end_user
OPP-0001522,CON-0005935,end_user
OPP-0000681,CON-0014361,influencer
OPP-0000876,CON-0004119,influencer
OPP-0001427,CON-0005687,end_user
OPP-0001264,CON-0014118,influencer
OPP-0001002,CON-0000928,decision_maker
OPP-0001685,CON-0011583,influencer
OPP-0000185,CON-0001959,technical
OPP-0002022,CON-0007843,technical
OPP-0002057,CON-0008164,decision_maker
OPP-0002650,CON-0009626,end_user
OPP-0000522,CON-0003204,financial
OPP-0002135,CON-0009685,financial
OPP-0001423,CON-0013846,end_user
OPP-0001470,CON-0010530,financial
OPP-0001739,CON-0005178,influencer
OPP-0000921,CON-0009909,end_user
OPP-0000404,CON-0009739,financial
OPP-0001238,CON-0006683,decision_maker
OPP-0000573,CON-0001809,technical
OPP-0001511,CON-0009822,influencer
OPP-0001272,CON-0000516,financial
OPP-0001245,CON-0002771,financial
OPP-0002704,CON-0000443,end_user
OPP-0001824,CON-0003009,influencer
OPP-0000650,CON-0014320,financial
OPP-0001995,CON-0012665,end_user
OPP-0002173,CON-0012119,technical
OPP-0001393,CON-0004538,end_user
OPP-0001057,CON-0005217,influencer
OPP-0001983,CON-0006444,end_user
OPP-0000659,CON-0012909,decision_maker
OPP-0001325,CON-0010742,technical
OPP-0000386,CON-0007323,influencer
OPP-0001898,CON-0012541,financial
OPP-0002303,CON-0013738,technical
OPP-0002179,CON-0014049,end_user
OPP-0001399,CON-0001567,technical
OPP-0002444,CON-0000614,decision_maker
OPP-0001113,CON-0012100,influencer
OPP-0002580,CON-0013124,decision_maker
OPP-0000742,CON-0004766,end_user
OPP-0001242,CON-0001314,influencer
OPP-0000162,CON-0014168,influencer
OPP-0002504,CON-0012132,decision_maker
OPP-0001032,CON-0009092,decision_maker
OPP-0001214,CON-0009794,decision_maker
OPP-0000131,CON-0001912,technical
OPP-0001075,CON-0008785,decision_maker
OPP-0000914,CON-0009203,technical
OPP-0001333,CON-0013454,financial
OPP-0000267,CON-0014492,decision_maker
OPP-0001355,CON-0001544,decision_maker
OPP-0002092,CON-0005351,end_user
OPP-0002546,CON-0003489,influencer
OPP-0002989,CON-0004201,decision_maker
OPP-0002123,CON-0006046,decision_maker
OPP-0000976,CON-0013485,decision_maker
OPP-0002907,CON-0000042,financial
OPP-0000037,CON-0005835,end_user
OPP-0001830,CON-0002400,technical
OPP-0002897,CON-0010991,decision_maker
OPP-0000856,CON-0013972,technical
OPP-0002944,CON-0005400,influencer
OPP-0000491,CON-0005849,financial
OPP-0000265,CON-0014483,end_user
OPP-0002236,CON-0010093,influencer
OPP-0001893,CON-0009178,end_user
OPP-0001511,CON-0004219,financial
OPP-0002229,CON-0010188,technical
OPP-0001087,CON-0012102,influencer
OPP-0001249,CON-0011528,decision_maker
OPP-0000543,CON-0008215,influencer
OPP-0001627,CON-0008290,financial
OPP-0001094,CON-0010334,influencer
OPP-0002550,CON-0005291,decision_maker
OPP-0000670,CON-0012183,decision_maker
OPP-0002806,CON-0005342,end_user
OPP-0001288,CON-0001072,technical
OPP-0002119,CON-0011243,financial
OPP-0001691,CON-0006683,influencer
OPP-0000221,CON-0012898,technical
OPP-0002918,CON-0010594,financial
OPP-0000357,CON-0005757,financial
OPP-0001983,CON-0004286,technical
OPP-0002016,CON-0014121,financial
OPP-0001048,CON-0001172,technical
OPP-0002334,CON-0013018,technical
OPP-0000505,CON-0008858,end_user
OPP-0002295,CON-0006546,technical
OPP-0001846,CON-0005397,technical
OPP-0000381,CON-0011170,technical
OPP-0002178,CON-0003245,technical
OPP-0002102,CON-0009447,technical
OPP-0001665,CON-0005309,decision_maker
OPP-0001270,CON-0008558,financial
OPP-0000302,CON-0000872,financial
OPP-0001458,CON-0004529,decision_maker
OPP-0000574,CON-0010989,end_user
OPP-0002933,CON-0000713,technical
OPP-0001140,CON-0009898,technical
OPP-0001174,CON-0012413,decision_maker
OPP-0002997,CON-0000089,influencer
OPP-0002529,CON-0005052,financial
OPP-0000295,CON-0000210,technical
OPP-0002309,CON-0010704,decision_maker
OPP-0002786,CON-0001764,influencer
OPP-0000169,CON-0004993,influencer
OPP-0001058,CON-0005120,financial
OPP-0000548,CON-0008483,technical
OPP-0000942,CON-0006466,financial
OPP-0000926,CON-0003102,decision_maker
OPP-0000700,CON-0002895,financial
OPP-0002683,CON-0000810,technical
OPP-0000799,CON-0001591,decision_maker
OPP-0000751,CON-0004302,technical
OPP-0002179,CON-0001017,decision_maker
OPP-0001599,CON-0014558,end_user
OPP-0002580,CON-0004934,financial
OPP-0002951,CON-0001394,technical
OPP-0002610,CON-0000939,decision_maker
OPP-0002475,CON-0010070,decision_maker
OPP-0001061,CON-0001476,decision_maker
OPP-0001058,CON-0013285,influencer
OPP-0000306,CON-0005363,end_user
OPP-0002616,CON-0006899,decision_maker
OPP-0000188,CON-0011836,decision_maker
OPP-0002815,CON-0012619,influencer
OPP-0001572,CON-0009197,end_user
OPP-0001317,CON-0004874,decision_maker
OPP-0002532,CON-0012807,financial
OPP-0001270,CON-0006313,decision_maker
OPP-0000323,CON-0008710,financial
OPP-0002800,CON-0013011,end_user
OPP-0000128,CON-0011256,end_user
OPP-0001027,CON-0000961,technical
OPP-0000549,CON-0012605,decision_maker
OPP-0002279,CON-0005021,decision_maker
OPP-0002215,CON-0002105,end_user
OPP-0002667,CON-0003693,decision_maker
OPP-0001379,CON-0001862,technical
OPP-0000490,CON-0005344,decision_maker
OPP-0001159,CON-0000707,financial
OPP-0000740,CON-0002099,technical
OPP-0001854,CON-0014323,financial
OPP-0001700,CON-0014923,technical
OPP-0001999,CON-0006019,end_user
OPP-0000605,CON-0014391,financial
OPP-0001558,CON-0010893,technical
OPP-0000217,CON-0010389,financial
OPP-0002694,CON-0010371,end_user
OPP-0000192,CON-0007563,end_user
OPP-0001607,CON-0012317,influencer
OPP-0002507,CON-0012269,technical
OPP-0000582,CON-0001407,technical
OPP-0001023,CON-0002828,decision_maker
OPP-0000359,CON-0014659,financial
OPP-0001327,CON-0013289,financial
OPP-0001948,CON-0009723,technical
OPP-0002400,CON-0013135,end_user
OPP-0002208,CON-0013392,influencer
OPP-0002389,CON-0002222,influencer
OPP-0000933,CON-0006330,influencer
OPP-0002485,CON-0014518,end_user
OPP-0002320,CON-0002518,technical
OPP-0000739,CON-0002901,financial
OPP-0001247,CON-0008486,financial
OPP-0002427,CON-0006761,influencer
OPP-0000329,CON-0002604,financial
OPP-0000960,CON-0009402,influencer
OPP-0002127,CON-0008085,influencer
OPP-0000999,CON-0013752,influencer
OPP-0001301,CON-0008330,decision_maker
OPP-0000590,CON-0008451,influencer
OPP-0002607,CON-0003337,technical
OPP-0001825,CON-0000368,financial
OPP-0001462,CON-0014229,end_user
OPP-0000709,CON-0006208,influencer
OPP-0002266,CON-0012705,financial
OPP-0002366,CON-0001469,decision_maker
OPP-0001115,CON-0014425,decision_maker
OPP-0002982,CON-0009000,technical
OPP-0002969,CON-0000066,decision_maker
OPP-0002604,CON-0004675,end_user
OPP-0000746,CON-0014934,decision_maker
OPP-0000448,CON-0010760,end_user
OPP-0001286,CON-0004885,financial
OPP-0002274,CON-0000768,decision_maker
OPP-0001016,CON-0002033,financial
OPP-0000869,CON-0013068,financial
OPP-0002185,CON-0004402,technical
OPP-0001567,CON-0012315,end_user
OPP-0001745,CON-0006432,financial
OPP-0001658,CON-0003121,financial
OPP-0001086,CON-0014626,influencer
OPP-0002822,CON-0006918,technical
OPP-0001609,CON-0012206,influencer
OPP-0001461,CON-0003502,financial
OPP-0000358,CON-0000069,financial
OPP-0001865,CON-0008187,decision_maker
OPP-0000950,CON-0010336,end_user
OPP-0002440,CON-0006555,financial
OPP-0002076,CON-0008853,financial
OPP-0000078,CON-0002559,decision_maker
OPP-0000062,CON-0010811,financial
OPP-0000012,CON-0000633,technical
OPP-0000674,CON-0012828,influencer
OPP-0001719,CON-0004207,decision_maker
OPP-0000626,CON-0005927,financial
OPP-0002966,CON-0013491,end_user
OPP-0000316,CON-0001942,decision_maker
OPP-0002684,CON-0012063,influencer
OPP-0002272,CON-0005679,influencer
OPP-0002942,CON-0006620,technical
OPP-0002983,CON-0009027,end_user
OPP-0001058,CON-0002780,financial
OPP-0000501,CON-0000509,decision_maker
OPP-0000515,CON-0002617,decision_maker
OPP-0001912,CON-0012256,end_user
OPP-0001163,CON-0001232,technical
OPP-0000396,CON-0004016,technical
OPP-0001914,CON-0014166,end_user
OPP-0002083,CON-0001097,technical
OPP-0000961,CON-0009242,financial
OPP-0001719,CON-0005073,end_user
OPP-0000190,CON-0007891,financial
OPP-0000583,CON-0005117,technical
OPP-0002553,CON-0008809,influencer
OPP-0001210,CON-0006780,end_user
OPP-0002128,CON-0009133,financial
OPP-0001558,CON-0002826,decision_maker
OPP-0000233,CON-0001220,influencer
OPP-0001769,CON-0013930,decision_maker
OPP-0002197,CON-0002475,end_user
OPP-0002728,CON-0001567,financial
OPP-0002351,CON-0004083,decision_maker
OPP-0002838,CON-0000263,financial
OPP-0002688,CON-0002409,financial
OPP-0000305,CON-0007798,technical
OPP-0002824,CON-0006371,financial
OPP-0000097,CON-0013269,influencer
OPP-0000972,CON-0001610,influencer
OPP-0002439,CON-0002614,influencer
OPP-0000961,CON-0007385,end_user
OPP-0002630,CON-0013202,influencer
OPP-0002273,CON-0011025,end_user
OPP-0001297,CON-0002897,technical
OPP-0000217,CON-0004349,financial
OPP-0000800,CON-0008075,financial
OPP-0001764,CON-0010104,technical
OPP-0001667,CON-0008016,financial
OPP-0002217,CON-0013590,decision_maker
OPP-0001696,CON-0002330,financial
OPP-0000234,CON-0006861,decision_maker
OPP-0002666,CON-0006186,end_user
OPP-0002925,CON-0004134,influencer
OPP-0002494,CON-0003531,decision_maker
OPP-0000064,CON-0009429,influencer
OPP-0000133,CON-0010569,technical
OPP-0001370,CON-0000365,end_user
OPP-0001262,CON-0012221,influencer
OPP-0001689,CON-0008464,decision_maker
OPP-0000988,CON-0007952,influencer
OPP-0002976,CON-0001140,end_user
OPP-0000998,CON-0013669,technical
OPP-0001988,CON-0007356,financial
OPP-0002831,CON-0005762,technical
OPP-0002360,CON-0011322,influencer
OPP-0000259,CON-0007104,decision_maker
OPP-0001304,CON-0007051,influencer
OPP-0002341,CON-0014876,end_user
OPP-0001274,CON-0011197,influencer
OPP-0000770,CON-0003633,decision_maker
OPP-0002216,CON-0014405,technical
OPP-0002944,CON-0002157,end_user
OPP-0001924,CON-0011755,financial
OPP-0001026,CON-0010513,financial
OPP-0000912,CON-0006039,end_user
OPP-0000737,CON-0011108,financial
OPP-0001853,CON-0014710,financial
OPP-0001547,CON-0006493,decision_maker
OPP-0000515,CON-0011973,end_user
OPP-0000438,CON-0002870,technical
OPP-0000395,CON-0014389,technical
OPP-0001420,CON-0009661,technical
OPP-0000035,CON-0014801,decision_maker
OPP-0002134,CON-0010382,decision_maker
OPP-0002932,CON-0003181,decision_maker
OPP-0002933,CON-0004887,influencer
OPP-0000381,CON-0012316,end_user
OPP-0000406,CON-0009292,influencer
OPP-0000206,CON-0000440,end_user
OPP-0000165,CON-0009466,financial
OPP-0000691,CON-0004033,financial
OPP-0001938,CON-0001586,technical
OPP-0001926,CON-0004752,influencer
OPP-0002480,CON-0012137,financial
OPP-0001243,CON-0010747,technical
OPP-0001217,CON-0010450,decision_maker
OPP-0000625,CON-0002358,technical
OPP-0000972,CON-0012344,decision_maker
OPP-0000608,CON-0011215,technical
OPP-0000112,CON-0004794,end_user
OPP-0002111,CON-0012673,influencer
OPP-0001561,CON-0010294,technical
OPP-0000790,CON-0005479,influencer
OPP-0000798,CON-0002980,financial
OPP-0001205,CON-0009003,technical
OPP-0000144,CON-0009149,technical
OPP-0002610,CON-0011555,influencer
OPP-0001801,CON-0009983,financial
OPP-0002246,CON-0006669,end_user
OPP-0000830,CON-0009041,technical
OPP-0001868,CON-0004401,influencer
OPP-0000274,CON-0005744,end_user
OPP-0002483,CON-0012178,influencer
OPP-0000798,CON-0010313,financial
OPP-0001334,CON-0008373,end_user
OPP-0000750,CON-0003730,decision_maker
OPP-0000843,CON-0010800,influencer
OPP-0001389,CON-0006375,influencer
OPP-0002123,CON-0014571,end_user
OPP-0000423,CON-0014861,end_user
OPP-0001770,CON-0005919,financial
OPP-0001854,CON-0003859,end_user
OPP-0000281,CON-0005241,end_user
OPP-0002244,CON-0007139,financial
OPP-0000052,CON-0014206,end_user
OPP-0000429,CON-0011615,decision_maker
OPP-0001225,CON-0000906,influencer
OPP-0001385,CON-0002640,influencer
OPP-0001535,CON-0008496,end_user
OPP-0001912,CON-0012034,decision_maker
OPP-0002603,CON-0008194,financial
OPP-0002063,CON-0010733,decision_maker
OPP-0000709,CON-0000744,technical
OPP-0000033,CON-0006995,end_user
OPP-0000790,CON-0009823,end_user
OPP-0002985,CON-0000447,influencer
OPP-0001333,CON-0013535,technical
OPP-0002606,CON-0001812,technical
OPP-0001650,CON-0009671,decision_maker
OPP-0000362,CON-0009513,decision_maker
OPP-0001173,CON-0000981,decision_maker
OPP-0000132,CON-0000778,influencer
OPP-0000382,CON-0011226,influencer
OPP-0001371,CON-0005488,technical
OPP-0000160,CON-0007000,influencer
OPP-0000814,CON-0004083,influencer
OPP-0000902,CON-0006337,end_user
OPP-0001758,CON-0006458,financial
OPP-0002891,CON-0001676,decision_maker
OPP-0001694,CON-0010822,financial
OPP-0001338,CON-0010159,influencer
OPP-0000571,CON-0006384,technical
OPP-0001214,CON-0007485,end_user
OPP-0002664,CON-0002936,influencer
OPP-0002419,CON-0012811,end_user
OPP-0000876,CON-0003310,decision_maker
OPP-0000996,CON-0006327,financial
OPP-0002977,CON-0002522,decision_maker
OPP-0001325,CON-0009092,end_user
OPP-0002810,CON-0005261,end_user
OPP-0001303,CON-0011450,technical
OPP-0002177,CON-0011282,decision_maker
OPP-0002577,CON-0009903,influencer
OPP-0001224,CON-0012494,influencer
OPP-0001030,CON-0008633,financial
OPP-0002427,CON-0006324,influencer
OPP-0000100,CON-0013289,technical
OPP-0000008,CON-0003976,decision_maker
OPP-0000365,CON-0008944,influencer
OPP-0002815,CON-0013990,decision_maker
OPP-0002213,CON-0006969,influencer
OPP-0001147,CON-0001212,financial
OPP-0001750,CON-0014385,financial
OPP-0000598,CON-0001760,influencer
OPP-0000524,CON-0000593,technical
OPP-0001525,CON-0013538,influencer
OPP-0001180,CON-0001576,financial
OPP-0001684,CON-0002192,financial
OPP-0000795,CON-0003333,influencer
OPP-0001893,CON-0013817,decision_maker
OPP-0002711,CON-0006487,influencer
OPP-0002410,CON-0001038,decision_maker
OPP-0001072,CON-0013882,influencer
OPP-0001321,CON-0005863,decision_maker
OPP-0001207,CON-0002785,influencer
OPP-0001868,CON-0013951,technical
OPP-0000394,CON-0001329,financial
OPP-0001074,CON-0011140,financial
OPP-0001124,CON-0000356,financial
OPP-0000440,CON-0012840,financial
OPP-0001996,CON-0011983,decision_maker
OPP-0002494,CON-0011696,end_user
OPP-0002417,CON-0008124,financial
OPP-0001037,CON-0011020,end_user
OPP-0002641,CON-0013523,financial
OPP-0000405,CON-0012161,technical
OPP-0001136,CON-0004846,decision_maker
OPP-0001519,CON-0013106,decision_maker
OPP-0001511,CON-0011625,financial
OPP-0000308,CON-0011383,financial
OPP-0002403,CON-0008733,influencer
OPP-0002034,CON-0014003,decision_maker
OPP-0000913,CON-0004245,technical
OPP-0000701,CON-0012827,decision_maker
OPP-0001953,CON-0003810,end_user
OPP-0000361,CON-0004156,influencer
OPP-0002430,CON-0013148,end_user
OPP-0002165,CON-0008243,decision_maker
OPP-0002541,CON-0003208,technical
OPP-0001116,CON-0008617,decision_maker
OPP-0000226,CON-0007681,financial
OPP-0001598,CON-0000733,financial
OPP-0000231,CON-0005162,end_user
OPP-0002296,CON-0013899,financial
OPP-0000312,CON-0005707,technical
OPP-0000490,CON-0010254,decision_maker
OPP-0001927,CON-0003479,end_user
OPP-0001662,CON-0011497,influencer
OPP-0000285,CON-0009063,technical
OPP-0001192,CON-0002495,technical
OPP-0002863,CON-0002266,financial
OPP-0002490,CON-0010744,end_user
OPP-0000967,CON-0011217,end_user
OPP-0000603,CON-0010778,influencer
OPP-0001093,CON-0008812,financial
OPP-0000213,CON-0013382,decision_maker
OPP-0000876,CON-0011623,financial
OPP-0000621,CON-0003559,financial
OPP-0000342,CON-0007373,financial
OPP-0000233,CON-0004190,decision_maker
OPP-0000381,CON-0014264,decision_maker
OPP-0002516,CON-0002940,financial
OPP-0002334,CON-0003974,decision_maker
OPP-0001082,CON-0013324,end_user
OPP-0002104,CON-0010779,decision_maker
OPP-0002119,CON-0010023,end_user
OPP-0002867,CON-0011265,end_user
OPP-0002770,CON-0014456,end_user
OPP-0000229,CON-0005024,influencer
OPP-0001645,CON-0006774,financial
OPP-0000516,CON-0004184,end_user
OPP-0001481,CON-0009571,decision_maker
OPP-0002509,CON-0003619,influencer
OPP-0000169,CON-0012977,end_user
OPP-0002318,CON-0002518,end_user
OPP-0002306,CON-0011931,influencer
OPP-0002094,CON-0009922,technical
OPP-0001252,CON-0005899,technical
OPP-0002264,CON-0010937,influencer
OPP-0002605,CON-0003925,influencer
OPP-0000406,CON-0008858,decision_maker
OPP-0001209,CON-0007048,end_user
OPP-0000177,CON-0009731,decision_maker
OPP-0000183,CON-0009586,financial
OPP-0002895,CON-0010828,end_user
OPP-0000332,CON-0007084,technical
OPP-0002524,CON-0013730,technical
OPP-0000632,CON-0001717,end_user
OPP-0001772,CON-0011647,end_user
OPP-0001234,CON-0010109,influencer
OPP-0002477,CON-0011962,influencer
OPP-0002585,CON-0006690,financial
OPP-0001997,CON-0011501,technical
OPP-0001761,CON-0008175,decision_maker
OPP-0000964,CON-0004561,influencer
OPP-0000372,CON-0014799,influencer
OPP-0000528,CON-0008672,technical
OPP-0002256,CON-0011307,technical
OPP-0000157,CON-0009705,financial
OPP-0000072,CON-0008428,influencer
OPP-0000386,CON-0001424,influencer
OPP-0001099,CON-0004558,financial
OPP-0001204,CON-0000509,end_user
OPP-0001477,CON-0001980,end_user
OPP-0000021,CON-0014192,technical
OPP-0000794,CON-0011048,decision_maker
OPP-0000385,CON-0000869,end_user
OPP-0000250,CON-0005306,decision_maker
OPP-0000911,CON-0000012,financial
OPP-0000420,CON-0006321,technical
OPP-0001488,CON-0001897,end_user
OPP-0001623,CON-0006711,influencer
OPP-0001293,CON-0006328,influencer
OPP-0001684,CON-0009104,technical
OPP-0000293,CON-0003817,influencer
OPP-0002418,CON-0005280,end_user
OPP-0000905,CON-0004977,technical
OPP-0002733,CON-0006563,end_user
OPP-0000175,CON-0009271,decision_maker
OPP-0002178,CON-0010343,end_user
OPP-0002487,CON-0006054,technical
OPP-0002377,CON-0010823,end_user
OPP-0002167,CON-0013122,end_user
OPP-0001752,CON-0006826,technical
OPP-0002315,CON-0005647,financial
OPP-0002721,CON-0004487,influencer
OPP-0000064,CON-0013251,influencer
OPP-0001418,CON-0009154,decision_maker
OPP-0002590,CON-0003893,end_user
OPP-0001162,CON-0011978,end_user
OPP-0001848,CON-0014667,end_user
OPP-0001243,CON-0014260,influencer
OPP-0002294,CON-0007679,influencer
OPP-0002166,CON-0009536,technical
OPP-0000685,CON-0011183,technical
OPP-0002117,CON-0006740,decision_maker
OPP-0000084,CON-0009244,decision_maker
OPP-0000251,CON-0009818,influencer
OPP-0000310,CON-0000236,influencer
OPP-0001341,CON-0005195,financial
OPP-0000221,CON-0011795,decision_maker
OPP-0002352,CON-0010875,technical
OPP-0002162,CON-0011768,technical
OPP-0001042,CON-0004083,end_user
OPP-0000889,CON-0003322,end_user
OPP-0000432,CON-0011630,end_user
OPP-0001464,CON-0003404,financial
OPP-0000858,CON-0012801,decision_maker
OPP-0001596,CON-0013749,decision_maker
OPP-0000884,CON-0013279,financial
OPP-0002251,CON-0000128,financial
OPP-0001754,CON-0011370,financial
OPP-0000911,CON-0009406,influencer
OPP-0000659,CON-0000179,influencer
OPP-0000673,CON-0007919,decision_maker
OPP-0001316,CON-0009691,technical
OPP-0001046,CON-0004321,end_user
OPP-0002750,CON-0008922,financial
OPP-0001180,CON-0005599,financial
OPP-0002696,CON-0010035,technical
OPP-0001342,CON-0009068,end_user
OPP-0000187,CON-0012189,influencer
OPP-0000650,CON-0012887,technical
OPP-0000773,CON-0003390,financial
OPP-0000883,CON-0011956,financial
OPP-0002319,CON-0008512,technical
OPP-0001639,CON-0007357,end_user
OPP-0001476,CON-0010427,end_user
OPP-0001460,CON-0014908,influencer
OPP-0000427,CON-0002415,influencer
OPP-0000777,CON-0013508,financial
OPP-0002109,CON-0004679,influencer
OPP-0001585,CON-0001248,influencer
OPP-0001451,CON-0010723,technical
OPP-0000897,CON-0009902,technical
OPP-0000017,CON-0003588,financial
OPP-0001802,CON-0004785,decision_maker
OPP-0002805,CON-0010192,end_user
OPP-0000412,CON-0014341,technical
OPP-0000716,CON-0006631,end_user
OPP-0000955,CON-0007792,decision_maker
OPP-0001814,CON-0004816,decision_maker
OPP-0002021,CON-0012985,influencer
OPP-0002529,CON-0006538,end_user
OPP-0000828,CON-0014290,influencer
OPP-0002842,CON-0009758,financial
OPP-0000576,CON-0012831,influencer
OPP-0002843,CON-0001827,end_user
OPP-0000196,CON-0010630,financial
OPP-0002582,CON-0010614,decision_maker
OPP-0002961,CON-0007100,decision_maker
